YEAR,MONTH,STATE, RESIDENTIAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , COMMERCIAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , TOTAL PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , COMMERCIAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , INDUSTRIAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , TRANSPORTATIONPHOTOVOLTAIC NET METERING CUSTOMER COUNT , TOTAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , RESIDENTIAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , COMMERCIAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  WIND ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL WIND INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL WIND INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  WIND INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION WIND INSTALLED NET METERING CAPACITY (MW) , TOTAL WIND INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL WIND NET METERING CUSTOMER COUNT , COMMERCIAL WIND NET METERING CUSTOMER COUNT , INDUSTRIAL WIND NET METERING CUSTOMER COUNT , TRANSPORTATION WIND NET METERING CUSTOMER COUNT , TOTAL WIND NET METERING CUSTOMER COUNT , RESIDENTIAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , COMMERCIAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL OTHER INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL OTHER INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  OTHER INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION OTHER INSTALLED NET METERING CAPACITY (MW) , TOTAL OTHER INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL OTHER NET METERING CUSTOMER COUNT , COMMERCIAL OTHER NET METERING CUSTOMER COUNT , INDUSTRIAL OTHER NET METERING CUSTOMER COUNT , TRANSPORTATION OTHER NET METERING CUSTOMER COUNT , TOTAL OTHER NET METERING CUSTOMER COUNT , RESIDENTIAL  TOTAL ELECTRIC ENERGY SOLD BACK TO THE UTILITY (MWh) , COMMERCIAL  TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY(MWh) , INDUSTRIAL  TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY(MWh) , TRANSPORTATION  TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY(MWh) , TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY(MWh) , RESIDENTIAL TOTAL  INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL TOTAL  INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  TOTAL  INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION TOTAL  INSTALLED NET METERING CAPACITY (MW) , TOTAL  INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL TOTAL  NET METERING CUSTOMER COUNT , COMMERCIAL TOTAL  NET METERING CUSTOMER COUNT , INDUSTRIAL TOTAL  NET METERING CUSTOMER COUNT , TRANSPORTATION TOTAL  NET METERING CUSTOMER COUNT , TOTAL NET METERING CUSTOMER COUNT , RESIDENTIAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , COMMERCIAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , INDUSTRIAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , TRANSPORTATION  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITYFOR ALL STATES SERVED(MWh) , RESIDENTIAL INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , COMMERCIAL INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , INDUSTRIAL  INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , TRANSPORTATION INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , RESIDENTIAL NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , COMMERCIAL NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , INDUSTRIAL NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , TRANSPORTATION NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , NET METERING CUSTOMER COUNT FOR ALL STATES SERVED 
2011,4,MI, -   , -   , -   , -   , -   , 2.27 , 0.83 , 0.02 , -   , 3.13 , 394 , 78 , 1 , -   , 473 , -   , -   , -   , -   , -   , 1 , 0 , 0 , -   , 2 , 162 , 24 , 1 , -   , 187 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0,0.005,0,0,0.005, -   , 2 , -   , -   , 2 ,0,0,0,0,0,3.679,1.137,0.022,0,4.838, 556 , 104 , 2 , -   , 662 
2011,4,MN, 3.81 , 0.35 , -   , -   , 4.16 , 0.66 , 0.15 , -   , -   , 0.81 , 78 , 31 , -   , -   , 109 , 41 , 30 , -   , -   , 71 , 1 , 1 , -   , -   , 2 , 40 , 26 , -   , -   , 66 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,72.22,0,0,72.22,0,0.185,0,0,0.185, -   , 2 , -   , -   , 2 ,45.092,102.446,0,0,147.538,1.833,0.882,0,0,2.715, 118 , 59 , -   , -   , 177 
2011,4,MO, 0.55 , -   , -   , -   , 0.55 , 0.68 , 0.70 , -   , -   , 1.40 , 175 , 43 , -   , -   , 218 , 0 , 5 , -   , -   , 5 , 0 , 0 , -   , -   , 0 , 30 , 10 , -   , -   , 40 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0.549,4.64,0,0,5.189,0.775,0.789,0,0,1.564, 205 , 53 , -   , -   , 258 
2011,4,MT, -   , -   , -   , -   , -   , 1.27 , 0.84 , -   , -   , 2.11 , 489 , 167 , -   , -   , 656 , -   , -   , -   , -   , -   , 1 , 0 , -   , -   , 1 , 80 , 27 , -   , -   , 107 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0.015,0.07,0,0,0.085, 2 , 2 , -   , -   , 4 ,0,0,0,0,0,1.953,1.254,0,0,3.207, 571 , 196 , -   , -   , 767 
2011,4,NC, 3.82 , 0.41 , -   , -   , 4.23 , 0.28 , 0.08 , -   , -   , 0.36 , 66 , 17 , -   , -   , 83 , 0 , -   , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 6 , 3 , -   , -   , 9 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,4.019,0.409,0,0,4.428,0.294,0.118,0,0,0.412, 72 , 20 , -   , -   , 92 
2011,4,ND, -   , -   , -   , -   , -   , 0.01 , 0.02 , -   , -   , 0.03 , 2 , 1 , -   , -   , 3 , 1 , -   , -   , -   , 1 , 0 , 0 , -   , -   , 0 , 18 , 1 , -   , -   , 19 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0.97,0,0,0,0.97,0.248,0.086,0,0,0.334, 20 , 2 , -   , -   , 22 
2011,4,NE, -   , 0.07 , -   , -   , 0.07 , 0.04 , 0.01 , 0.01 , -   , 0.05 , 7 , 2 , 2 , -   , 11 , 1 , -   , -   , -   , 1 , 0 , 0 , -   , -   , 0 , 4 , 3 , -   , -   , 7 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0.988,0.074,0,0,1.062,0.061,0.021,0.008,0,0.09, 11 , 5 , 2 , -   , 18 
2011,4,NH, -   , -   , -   , -   , -   , 1.35 , 0.52 , 0.23 , -   , 2.10 , 383 , 61 , 7 , -   , 451 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 64 , 10 , -   , -   , 74 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06, -   , -   , 1 , -   , 1 ,0,0,0,0,0,0.548,0.271,0.232,0,1.051, 150 , 12 , 2 , -   , 164 ,0,0,0,0,0,2.187,0.925,0.525,0,3.637, 597 , 83 , 10 , -   , 690 
2011,4,NJ, 50.30 , 6.58 , -   , -   , 56.88 , 39.59 , 66.55 , 18.25 , -   , 124.40 ," 4,859 ", 928 , 42 , -   ," 5,829 ", 1 , -   , -   , -   , 1 , 0 , 0 , -   , -   , 0 , 34 , 6 , -   , -   , 40 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0.14,0,0,0.14, -   , 1 , -   , -   , 1 ,51.07,6.58,0,0,57.65,39.982,66.798,18.253,0,125.033," 4,893 ", 935 , 42 , -   ," 5,870 "
2011,4,NM, 58.19 , 0.68 , -   , -   , 58.86 , 1.16 , 0.02 , -   , -   , 1.18 , 328 , 5 , -   , -   , 333 , 0 , -   , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 4 , 1 , -   , -   , 5 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,58.224,0.678,0,0,58.902,1.166,0.021,0,0,1.187, 332 , 6 , -   , -   , 338 
2011,4,NV, 523.54 , 427.63 , 2.25 , -   , 953.42 , 4.98 , 9.36 , 1.68 , -   , 16.04 ," 1,083 ", 192 , 19 , -   ," 1,294 ", 12 , 3 , -   , -   , 15 , 0 , 0 , -   , -   , 0 , 54 , 11 , -   , -   , 65 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,1.364,0,0,0,1.364,0.027,0,0.05,0,0.077, 4 , -   , 1 , -   , 5 ,537.235,430.601,2.25,0,970.086,5.254,9.545,1.731,0,16.53," 1,141 ", 203 , 20 , -   ," 1,364 "
2011,4,NY, -   , -   , -   , -   , -   , 9.74 , 6.36 , -   , -   , 16.10 ," 1,718 ", 302 , -   , -   ," 2,020 ", -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 1 , 56 , 10 , -   , -   , 66 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 1 , -   , -   , -   , 1 ,0,0,0,0,0,0.111,2.685,0,0,2.796, 12 , 6 , -   , -   , 18 ,0,0,0,0,0,10.201,9.222,0,0,19.423," 1,787 ", 318 , -   , -   ," 2,105 "
2011,4,OH, -   , -   , -   , -   , -   , 2.25 , 14.78 , 0.27 , -   , 17.30 , 478 , 286 , 7 , -   , 771 , -   , -   , -   , -   , -   , 1 , 5 , 0 , -   , 7 , 189 , 72 , 2 , -   , 263 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 1 , -   , -   , -   , 1 ,0,0,0,0,0,0.001,1.595,0.5,0,2.096, 1 , 5 , 1 , -   , 7 ,0,0,0,0,0,3.436,21.64,0.916,0,25.992, 669 , 363 , 10 , -   ," 1,042 "
2011,4,OK, 1.00 , -   , -   , -   , 1.00 , 0.23 , 0.08 , -   , -   , 0.31 , 78 , 6 , -   , -   , 84 , 0 , -   , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 11 , 5 , -   , -   , 16 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,1.159,0,0,0,1.159,0.312,0.209,0,0,0.521, 89 , 11 , -   , -   , 100 
2011,4,OR, 136.83 , 167.35 , -   , -   , 304.18 , 4.42 , 8.85 , 0.08 , -   , 13.36 ," 1,333 ", 202 , 3 , -   ," 1,538 ", 6 , 5 , -   , -   , 10 , 0 , 0 , -   , -   , 0 , 21 , 6 , -   , -   , 27 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0.66,0,0,0,0.66,0.008,0.533,0,0,0.541, 1 , 5 , -   , -   , 6 ,143.056,172.032,0,0,315.088,4.61,9.632,0.079,0,14.321," 1,355 ", 213 , 3 , -   ," 1,571 "
2011,4,PA, 5.22 , 1.43 , -   , -   , 6.66 , 26.71 , 20.80 , 7.38 , -   , 54.89 ," 3,462 ", 366 , 33 , -   ," 3,861 ", -   , 0 , -   , -   , 0 , 0 , 0 , 0 , -   , 0 , 104 , 21 , 2 , -   , 127 ,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01, -   , 1 , -   , -   , 1 ,0,0,0,0,0,0.265,0.279,0,0,0.544, 36 , 7 , -   , -   , 43 ,5.221,1.544,0,0,6.765,27.325,21.147,7.388,0,55.86," 3,602 ", 395 , 35 , -   ," 4,032 "
2011,4,RI,,,,, -   , 0.55 , 0.74 , -   , -   , 1.29 , 129 , 43 , -   , -   , 172 , 1 , -   , -   , -   , 1 , 0 , 2 , -   , -   , 2 , 9 , 5 , -   , -   , 14 ,,,,,0.00,0.00,0.00,0.00,0.00,0.00, 2 , 1 , -   , -   , 3 ,,,,,0,,,,,0,,,,, -   ,0.9,0,0,0,0.9,0.589,3.011,0,0,3.6, 140 , 49 , -   , -   , 189 
2011,4,SC, 15.98 , 2.04 , -   , -   , 18.02 , 0.33 , 0.03 , -   , -   , 0.36 , 97 , 8 , -   , -   , 105 , 0 , -   , -   , -   , 0 , 0 , -   , -   , -   , 0 , 1 , -   , -   , -   , 1 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,15.984,2.041,0,0,18.025,0.329,0.033,0,0,0.362, 98 , 8 , -   , -   , 106 
2011,4,SD, 0.16 , -   , -   , -   , 0.16 , 0.01 , 0.04 , -   , -   , 0.05 , 2 , 2 , -   , -   , 4 , 2 , 2 , -   , -   , 4 , 0 , 0 , -   , -   , 0 , 22 , 2 , -   , -   , 24 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,2.444,1.885,0,0,4.329,0.112,0.07,0,0,0.182, 24 , 4 , -   , -   , 28 
2011,4,TN, -   , -   , -   , -   , -   , -   , 0.04 , -   , -   , 0.04 , -   , 1 , -   , -   , 1 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,0,0.036,0,0,0.036, -   , 1 , -   , -   , 1 
2011,4,TX, -   , -   , -   , -   , -   , 0.52 , 0.33 , -   , -   , 0.85 , 94 , 27 , -   , -   , 121 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 22 , 5 , -   , -   , 27 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,0.576,0.422,0,0,0.998, 116 , 32 , -   , -   , 148 
2011,4,UT, 0.07 , -   , -   , -   , 0.07 , 0.44 , 0.42 , -   , -   , 0.86 , 134 , 29 , -   , -   , 163 ,,,,, -   , 0 , 0 , -   , -   , 0 , 3 , 1 , -   , -   , 4 ,,,,,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,,,,,0,0,0.075,0,0,0.075, -   , 1 , -   , -   , 1 ,0.068,0,0,0,0.068,0.45,0.495,0,0,0.945, 137 , 31 , -   , -   , 168 
2011,4,VA, -   , -   , -   , -   , -   , 2.73 , 0.81 , 0.01 , -   , 3.54 , 610 , 67 , 1 , -   , 678 , -   , -   , -   , -   , -   , 0 , 0 , 0 , -   , 0 , 40 , 6 , 1 , -   , 47 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,2.865,0.833,0.019,0,3.717, 650 , 73 , 2 , -   , 725 
2011,4,VT, 49.06 , 85.40 , -   , -   , 134.47 , 3.91 , 2.69 , 0.17 , -   , 6.77 , 693 , 73 , 2 , -   , 768 , -   , 0 , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 16 , 4 , -   , -   , 20 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0.397,0.016,0,0,0.413, 62 , 1 , -   , -   , 63 ,49.064,85.462,0,0,134.526,4.42,2.773,0.165,0,7.358, 771 , 78 , 2 , -   , 851 
2011,4,WA, 10.26 , 7.06 , -   , -   , 17.32 , 3.88 , 1.24 , 0.02 , -   , 5.14 , 984 , 131 , 1 , -   ," 1,116 ", -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 58 , 3 , -   , -   , 61 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 1 , -   , -   , -   , 1 ,3.73,0,0,0,3.73,0.177,0.002,0,0,0.179, 15 , 1 , -   , -   , 16 ,13.987,7.058,0,0,21.045,4.307,1.457,0.024,0,5.788," 1,058 ", 135 , 1 , -   ," 1,194 "
2011,4,WI, 5.32 , 3.69 , -   , -   , 9.01 , 1.91 , 1.70 , 0.02 , -   , 3.62 , 398 , 173 , 1 , -   , 572 , 1 , 4 , -   , -   , 5 , 1 , 2 , -   , -   , 2 , 85 , 74 , -   , -   , 159 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0.052,8.42,,,8.472, 2 , 38 ,,, 40 ,6.329,7.57,0,0,13.899,2.756,11.622,0.019,0,14.397, 485 , 285 , 1 , -   , 771 
2011,4,WV, 0.67 , 0.25 , -   , -   , 0.92 , 0.39 , 0.25 , -   , -   , 0.64 , 95 , 19 , -   , -   , 114 , 0 , -   , -   , -   , 0 , 0 , 0 , -   , -   , 0 , 26 , 3 , -   , -   , 29 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,0.001,,,0.001,, 1 ,,, 1 ,0.793,0.248,0,0,1.041,0.468,0.262,0,0,0.73, 121 , 23 , -   , -   , 144 
2011,4,WY, 8.64 , 2.82 , -   , -   , 11.46 , 0.12 , 0.11 , -   , -   , 0.22 , 36 , 8 , -   , -   , 44 , 54 , 7 , -   , -   , 61 , 0 , 0 , -   , -   , 0 , 129 , 7 , -   , -   , 136 ,,,,,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,,,,,0,0,0,0,0,0, -   , -   , -   , -   , -   ,62.501,9.516,0,0,72.017,0.485,0.195,0,0,0.68, 165 , 15 , -   , -   , 180 
2011,5,AK, 1.28 , 0.04 , -   , -   , 1.32 , 0.02 , 0.02 , 0.01 , -   , 0.04 , 11 , 5 , 1 , -   , 17 , 1 , 0 , -   , -   , 1 , 0 , 0 , -   , -   , 0 , 25 , 6 , -   , -   , 31 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,2.145,0.049,0,0,2.194,0.101,0.036,0.008,0,0.145, 36 , 11 , 1 , -   , 48 
2011,5,AR, -   , -   , -   , -   , -   , 0.46 , 0.17 , -   , -   , 0.63 , 102 , 15 , -   , -   , 117 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 6 , 4 , -   , -   , 10 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,0.492,0.229,0,0,0.721, 108 , 19 , -   , -   , 127 
2011,5,AZ," 1,654.62 ", 674.35 ," 1,650.17 ", -   ," 3,979.13 ", 30.00 , 21.72 , 10.50 , -   , 62.20 ," 5,342 ", 213 , 64 , -   ," 5,619 ", 20 , 0 , -   , -   , 20 , 0 , 0 , 0 , -   , 0 , 107 , 4 , 1 , -   , 112 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,1674.386,674.48,1650.17,0,3999.036,30.304,21.725,10.522,0,62.551," 5,449 ", 217 , 65 , -   ," 5,731 "
2011,5,CA," 1,540.55 ", 417.08 , 377.31 , -   ," 2,334.94 ", 453.96 , 221.78 , 263.68 , -   , 939.43 ," 93,323 "," 3,288 "," 1,867 ", -   ," 98,478 ", 13 , -   , -   , -   , 13 , 4 , 2 , 2 , -   , 8 , 467 , 27 , 18 , -   , 512 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,1.111,7.49,22.499,0,31.1, 134 , 24 , 43 , -   , 201 ,1553.747,417.082,377.309,0,2348.138,458.913,231.418,288.537,0,978.868," 93,924 "," 3,339 "," 1,928 ", -   ," 99,191 "
2011,5,CO, 29.11 , 0.75 , -   , -   , 29.85 , 4.65 , 5.66 , 0.33 , -   , 10.64 , 939 , 208 , 5 , -   ," 1,152 ", -   , -   , -   , -   , -   , 0 , 1 , 2 , -   , 3 , 31 , 17 , 1 , -   , 49 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.45,0.00,3.45, -   , -   , 5 , -   , 5 ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,29.107,0.746,0,0,29.853,4.755,6.775,5.576,0,17.106, 970 , 225 , 11 , -   ," 1,206 "
2011,5,CT, 23.04 , 41.06 , 7.98 , -   , 72.07 , 13.26 , 16.28 , 1.35 , -   , 30.89 ," 2,070 ", 342 , 11 , -   ," 2,423 ", -   , -   , 3 , -   , 3 , 0 , 0 , 0 , -   , 0 , 16 , 5 , 1 , -   , 22 ,,,,,0.00,,,,,0.00,,,,, -   ,0.36,7.64,0,0,8,0.12,4.935,2.025,0,7.08, 9 , 19 , 4 , -   , 32 ,23.395,48.696,11.26,0,83.351,13.452,21.253,3.47,0,38.175," 2,095 ", 366 , 16 , -   ," 2,477 "
2011,5,DC, 19.79 , -   , -   , -   , 19.79 , 1.38 , 0.95 , -   , -   , 2.33 , 364 , 24 , -   , -   , 388 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,19.785,0,0,0,19.785,1.383,0.947,0,0,2.33, 364 , 24 , -   , -   , 388 
2011,5,DE, 9.92 , 14.30 , -   , -   , 24.22 , 4.21 , 3.64 , 0.14 , -   , 7.99 , 722 , 125 , 5 , -   , 852 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 20 , 7 , -   , -   , 27 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,9.92,14.3,0,0,24.22,4.255,3.743,0.143,0,8.141, 742 , 132 , 5 , -   , 879 
2011,5,FL, 236.70 , 71.14 , -   , -   , 307.84 , 8.90 , 7.50 , -   , -   , 16.41 ," 1,830 ", 267 , -   , -   ," 2,097 ", 0 , 1 , -   , -   , 1 , 0 , 0 , -   , -   , 0 , 6 , 15 , -   , -   , 21 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,236.703,72.317,0,0,309.02,8.916,7.54,0,0,16.456," 1,836 ", 282 , -   , -   ," 2,118 "
2011,5,GA, 71.03 , 256.10 , 0.50 , -   , 327.63 , 1.63 , 1.02 , 0.03 , -   , 2.68 , 108 , 62 , 2 , -   , 172 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,71.034,256.1,0.5,0,327.634,1.63,1.018,0.032,0,2.68, 108 , 62 , 2 , -   , 172 
2011,5,HI, 80.58 , 39.95 , -   , -   , 120.53 , 17.65 , 17.06 , -   , -   , 34.71 ," 5,394 ", 518 , -   , -   ," 5,912 ", 1 , -   , -   , -   , 1 , 0 , 0 , -   , -   , 0 , 29 , 5 , -   , -   , 34 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0.049,0,0,0.049, -   , 1 , -   , -   , 1 ,81.594,39.949,0,0,121.543,17.718,17.197,0,0,34.915," 5,423 ", 524 , -   , -   ," 5,947 "
2011,5,IA, 1.92 , 0.07 , -   , -   , 1.99 , 0.12 , 0.12 , -   , -   , 0.24 , 28 , 14 , -   , -   , 42 , 51 , 99 , -   , -   , 151 , 1 , 4 , 0 , -   , 5 , 88 , 53 , 2 , -   , 143 ,0.00,0.00,0.86,0.00,0.86,0.00,0.00,2.00,0.00,2.00, -   , -   , 1 , -   , 1 ,0,199.85,0,0,199.85,0,1.292,0.346,0,1.638, -   , 3 , 2 , -   , 5 ,53.193,299.289,0.862,0,353.344,1.17,4.924,2.502,0,8.596, 116 , 70 , 5 , -   , 191 
2011,5,ID, -   , -   , -   , -   , -   , 0.07 , 0.03 , 0.02 , -   , 0.13 , 120 , 22 , 1 , -   , 143 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 1 , 56 , 3 , -   , -   , 59 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0.332,0.172,0,0,0.504, 11 , 5 , -   , -   , 16 ,0,0,0,0,0,0.79,0.327,0.024,0,1.141, 187 , 30 , 1 , -   , 218 
2011,5,IL, 0.67 , -   , -   , -   , 0.67 , 1.44 , 0.68 , -   , -   , 2.12 , 348 , 62 , -   , -   , 410 , 0 , 40 , -   , -   , 40 , 0 , 2 , -   , -   , 2 , 115 , 24 , -   , -   , 139 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,26.605,0,0,26.605,0,1.2,0,0,1.2, -   , 1 , -   , -   , 1 ,0.799,66.117,0,0,66.916,1.927,3.803,0,0,5.73, 463 , 87 , -   , -   , 550 
2011,5,IN, 0.71 , 0.77 , -   , -   , 1.48 , 0.43 , 0.39 , -   , -   , 0.81 , 109 , 42 , -   , -   , 151 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 63 , 8 , -   , -   , 71 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,0.2,,,0.2,, 1 ,,, 1 ,0.712,0.77,0,0,1.482,0.65,0.627,0,0,1.277, 172 , 51 , -   , -   , 223 
