Utility Level Data - States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility Characteristics,,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Year,Month,State,Utility Number,Utility Name,Data Status,Type,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2020,3,CT,20038,Town of Wallingford - (CT),Preliminary,AC,0.072,0.452,0.000,0.000,0.524,12,4,0,0,16,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,5.734,31.923,0.000,0.000,37.657,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.072,0.452,NM,0.000,0.524,12,4,0,0,16,5.734,31.923,0.000,0.000,37.657
2020,3,CT,99999,Adjustment 2020,Preliminary,,0.099,0.184,.,.,0.283,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.099,0.184,.,.,0.283,.,.,.,.,.,.,.,.,.,.
2020,3,DC,15270,Potomac Electric Power Co,Preliminary,AC,35.938,33.970,.,.,69.908,"6,508",508,.,.,"7,016",.,.,.,.,0.000,.,.,.,.,0,0.014,0.149,.,.,0.163,1,3,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,35.952,34.119,NM,0.000,70.071,"6,509",511,0,0,"7,020",0.000,0.000,0.000,0.000,0.000
2020,3,DC,99999,Adjustment 2020,Preliminary,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,3,DE,5027,Delmarva Power,Preliminary,AC,41.198,20.814,1.773,0.000,63.785,"5,335",303,6,0,"5,644",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.024,0.007,0.000,0.000,0.031,5,3,0,0,8,.,.,.,.,0.000,0.000,0.500,0.000,0.000,0.500,0,1,0,0,1,.,.,.,.,0.000,41.222,21.321,1.773,0.000,64.316,"5,340",307,6,0,"5,653",0.000,0.000,0.000,0.000,0.000
2020,3,DE,5070,Delaware Electric Cooperative,Preliminary,DC,13.976,3.593,.,.,17.569,"1,763",75,.,.,"1,838",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.019,0.005,.,.,0.024,7,1,.,.,8,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,13.995,3.598,NM,0.000,17.593,"1,770",76,0,0,"1,846",0.000,0.000,0.000,0.000,0.000
2020,3,DE,5335,City of Dover - (DE),Preliminary,DC,3.631,2.036,0.000,0.000,5.667,343,28,0,0,371,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.631,2.036,NM,0.000,5.667,343,28,0,0,371,0.000,0.000,0.000,0.000,0.000
2020,3,DE,13519,City of Newark - (DE),Preliminary,AC,0.380,0.082,0.143,0.000,0.605,105,5,7,0,117,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.500,.,.,0.500,.,1,.,.,1,.,.,.,.,0.000,0.380,0.582,0.143,0.000,1.105,105,6,7,0,118,0.000,0.000,0.000,0.000,0.000
2020,3,DE,99999,Adjustment 2020,Preliminary,,0.639,-0.219,3.385,0.000,3.806,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.639,-0.219,3.385,0.000,3.806,.,.,.,.,.,.,.,.,.,.
2020,3,FL,6452,Florida Power & Light Co,Preliminary,AC,135.216,32.291,1.250,.,168.757,"17,997",985,15,.,"18,997",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"9,616.682","1,257.064",14.273,.,"10,888.019",0.007,0.050,.,.,0.057,3,7,.,.,10,0.248,0.217,.,.,0.465,.,0.750,5.199,.,5.949,.,1,3,.,4,.,.,.,.,0.000,135.223,33.091,6.449,0.000,174.763,"18,000",993,18,0,"19,011","9,616.930","1,257.281",14.273,0.000,"10,888.484"
2020,3,FL,6455,"Duke Energy Florida, LLC",Preliminary,AC,191.803,15.652,5.811,.,213.266,"25,379",476,15,.,"25,870",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"14,421.169",571.526,188.519,.,"15,181.214",0.008,0.001,0.000,.,0.009,3,1,0,.,4,0.139,.,.,.,0.139,0.496,1.093,0.200,.,1.789,38,2,1,.,41,.,.,.,.,0.000,192.307,16.746,6.011,0.000,215.064,"25,420",479,16,0,"25,915","14,421.308",571.526,188.519,0.000,"15,181.353"
2020,3,FL,6457,Florida Public Utilities Co,Preliminary,AC,1.112,0.000,0.000,0.000,1.112,168,0,0,0,168,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.112,NM,NM,0.000,1.112,168,0,0,0,168,0.000,0.000,0.000,0.000,0.000
2020,3,FL,7801,Gulf Power Co,Preliminary,AC,15.940,0.756,.,.,16.696,"2,215",129,.,.,"2,344",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,1.696,0.000,.,.,1.696,0.002,0.012,.,.,0.014,1,5,.,.,6,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,15.942,0.768,NM,0.000,16.710,"2,216",134,0,0,"2,350",1.696,0.000,0.000,0.000,1.696
2020,3,FL,9617,JEA,Preliminary,DC,14.068,7.272,.,.,21.340,"1,824",100,.,.,"1,924",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,859.178,352.754,.,.,"1,211.932",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,14.068,7.272,NM,0.000,21.340,"1,824",100,0,0,"1,924",859.178,352.754,0.000,0.000,"1,211.932"
2020,3,FL,18454,Tampa Electric Co,Preliminary,DC,50.407,11.314,0.750,.,62.471,"5,731",168,4,.,"5,903",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"3,165.616",345.828,21.697,.,"3,533.141",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.050,.,.,0.050,.,1,.,.,1,.,.,.,.,0.000,50.407,11.364,0.750,0.000,62.521,"5,731",169,4,0,"5,904","3,165.616",345.828,21.697,0.000,"3,533.141"
2020,3,FL,99999,Adjustment 2020,Preliminary,,50.360,13.580,0.001,.,63.940,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50.360,13.580,0.001,.,63.940,.,.,.,.,.,.,.,.,.,.
2020,3,GA,3916,Cobb Electric Membership Corp,Preliminary,AC,0.614,0.350,.,.,0.964,98,17,.,.,115,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,17.445,9.400,.,.,26.845,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.614,0.350,NM,0.000,0.964,98,17,0,0,115,17.445,9.400,0.000,0.000,26.845
2020,3,GA,9601,Jackson Electric Member Corp - (GA),Preliminary,DC,0.718,2.781,.,.,3.499,97,7,.,.,104,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,22.929,57.223,.,.,80.152,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.718,2.781,NM,0.000,3.499,97,7,0,0,104,22.929,57.223,0.000,0.000,80.152
2020,3,GA,99999,Adjustment 2020,Preliminary,,NM,1.973,0.713,.,NM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NM,1.973,0.713,.,NM,.,.,.,.,.,.,.,.,.,.
2020,3,HI,8287,Hawaii Electric Light Co Inc,Preliminary,AC,67.142,19.976,1.466,.,88.584,"12,250",680,32,.,"12,962",6.528,0.117,0.003,.,6.648,902,10,1,.,913,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.050,0.014,0.167,.,0.231,14,1,3,.,18,.,.,.,.,0.000,.,.,0.049,.,0.049,.,.,1,.,1,.,.,.,.,0.000,67.192,19.990,1.682,0.000,88.864,"12,264",681,36,0,"12,981",0.000,0.000,0.000,0.000,0.000
2020,3,HI,10071,Kauai Island Utility Cooperative,Preliminary,AC,17.639,9.692,0.000,0.000,27.331,"4,297",361,0,0,"4,658",3.472,0.000,0.000,0.000,3.472,610,0,0,0,610,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,"1,399.516",540.627,0.000,0.000,"1,940.143",0.010,0.001,0.000,0.000,0.011,6,1,0,0,7,0.326,0.000,0.000,0.000,0.326,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,17.649,9.693,NM,0.000,27.342,"4,303",362,0,0,"4,665","1,399.842",540.627,0.000,0.000,"1,940.469"
2020,3,HI,11843,Maui Electric Co Ltd,Preliminary,AC,66.393,28.431,.,.,94.824,"11,420",962,.,.,"12,382",3.428,0.546,.,.,3.974,421,22,.,.,443,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.021,0.057,.,.,0.078,6,5,.,.,11,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,66.414,28.488,NM,0.000,94.902,"11,426",967,0,0,"12,393",0.000,0.000,0.000,0.000,0.000
2020,3,HI,19547,Hawaiian Electric Co Inc,Preliminary,AC,256.763,61.272,.,.,318.035,"52,405","1,647",.,.,"54,052",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.001,0.024,.,.,0.025,2,3,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,256.764,61.296,NM,0.000,318.060,"52,407","1,650",0,0,"54,057",0.000,0.000,0.000,0.000,0.000
2020,3,HI,99999,Adjustment 2020,Preliminary,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,3,IA,9417,Interstate Power and Light Co,Preliminary,AC,23.387,52.245,1.175,0.000,76.807,"2,816","1,742",11,0,"4,569",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,43.705,139.952,7.090,0.000,190.747,0.283,4.481,0.010,0.000,4.774,37,76,1,0,114,0.326,19.277,0.000,0.000,19.603,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,23.670,56.726,1.185,0.000,81.581,"2,853","1,818",12,0,"4,683",44.031,159.229,7.090,0.000,210.350
2020,3,IA,12341,MidAmerican Energy Co,Preliminary,AC,5.921,10.574,0.502,.,16.997,751,291,7,.,"1,049",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,54.512,78.680,0.000,.,133.192,0.365,1.173,0.006,.,1.544,43,27,1,.,71,0.000,13.000,0.000,.,13.000,.,.,2.290,.,2.290,.,.,2,.,2,.,.,0.000,.,0.000,6.286,11.747,2.798,0.000,20.831,794,318,10,0,"1,122",54.512,91.680,0.000,0.000,146.192
2020,3,IA,99999,Adjustment 2020,Preliminary,,13.513,7.549,1.254,.,22.316,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13.513,7.549,1.254,.,22.316,.,.,.,.,.,.,.,.,.,.
2020,3,ID,9187,City of Idaho Falls - (ID),Preliminary,AC,0.283,0.107,0.000,.,0.390,44,5,0,.,49,0.000,0.000,0.000,.,0.000,0,0,0,.,0,0.000,0.000,0.000,.,0.000,0,0,0,.,0,0.300,0.000,0.000,.,0.300,0.000,0.003,0.000,.,0.003,0,1,.,.,1,0.000,0.000,0.000,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.283,0.110,NM,0.000,0.393,44,6,0,0,50,0.300,0.000,0.000,0.000,0.300
2020,3,ID,9191,Idaho Power Co,Preliminary,DC,39.447,4.109,3.018,.,46.574,"5,329",195,39,.,"5,563",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.131,0.030,0.040,.,0.201,34,5,1,.,40,.,.,.,.,0.000,0.073,0.085,.,.,0.158,7,4,.,.,11,.,.,.,.,0.000,39.651,4.224,3.058,0.000,46.933,"5,370",204,40,0,"5,614",0.000,0.000,0.000,0.000,0.000
2020,3,ID,10454,Kootenai Electric Cooperative,Preliminary,DC,0.235,.,.,.,0.235,28,.,.,.,28,.,.,.,.,0.000,.,.,.,.,0,0.052,.,.,.,0.052,40,.,.,.,40,.,.,.,.,0.000,0.018,.,.,.,0.018,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.305,NM,NM,0.000,0.305,73,0,0,0,73,0.000,0.000,0.000,0.000,0.000
2020,3,ID,11273,Lower Valley Energy Inc,Preliminary,AC,0.022,.,.,.,0.022,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.024,NM,NM,0.000,0.024,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2020,3,ID,14354,PacifiCorp,Preliminary,DC,8.465,0.654,0.000,0.000,9.119,"1,166",38,0,0,"1,204",0.066,0.026,0.000,0.000,0.092,7,1,0,0,8,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.222,0.057,0.000,0.000,0.279,65,8,0,0,73,.,.,.,.,0.000,0.008,0.000,0.000,0.000,0.008,2,0,0,0,2,.,.,.,.,0.000,8.695,0.711,NM,0.000,9.406,"1,233",46,0,0,"1,279",0.000,0.000,0.000,0.000,0.000
2020,3,ID,20169,Avista Corp,Preliminary,AC,0.477,0.228,.,.,0.705,78,15,.,.,93,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.013,0.002,.,.,0.015,4,1,.,.,5,.,.,.,.,0.000,0.006,0.065,.,.,0.071,2,1,.,.,3,.,.,.,.,0.000,0.496,0.295,NM,0.000,0.791,84,17,0,0,101,0.000,0.000,0.000,0.000,0.000
2020,3,ID,99999,Adjustment 2020,Preliminary,,-7.661,-0.781,-0.526,0.000,-8.968,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.009,.,.,.,-0.009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-7.670,-0.781,-0.526,0.000,-8.977,.,.,.,.,.,.,.,.,.,.
2020,3,IL,4110,Commonwealth Edison Co,Preliminary,AC,70.502,53.651,.,.,124.153,"9,826",410,.,.,"10,236",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.202,2.329,.,.,2.531,34,11,.,.,45,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,70.704,55.980,NM,0.000,126.684,"9,860",421,0,0,"10,281",0.000,0.000,0.000,0.000,0.000
2020,3,IL,12341,MidAmerican Energy Co,Preliminary,AC,0.901,2.052,.,.,2.953,107,41,.,.,148,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,3.826,28.276,.,.,32.102,0.002,0.620,.,.,0.622,1,2,.,.,3,0.000,0.000,.,.,0.000,.,1.200,.,.,1.200,.,1,.,.,1,.,0.000,.,.,0.000,0.903,3.872,NM,0.000,4.775,108,44,0,0,152,3.826,28.276,0.000,0.000,32.102
2020,3,IL,13032,Mt Carmel Public Utility Co,Preliminary,AC,0.237,0.093,.,.,0.330,13,5,.,.,18,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,7.537,7.728,.,.,15.265,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.237,0.093,NM,0.000,0.330,13,5,0,0,18,7.537,7.728,0.000,0.000,15.265
2020,3,IL,56697,Ameren Illinois Company,Preliminary,AC,26.805,31.661,.,.,58.466,"2,773",629,.,.,"3,402",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.355,0.135,.,.,0.490,73,22,.,.,95,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,27.160,31.796,NM,0.000,58.956,"2,846",651,0,0,"3,497",0.000,0.000,0.000,0.000,0.000
2020,3,IL,99999,Adjustment 2020,Preliminary,,17.326,6.711,.,.,24.037,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17.326,6.711,.,.,24.037,.,.,.,.,.,.,.,.,.,.
2020,3,IN,9273,Indianapolis Power & Light Co,Preliminary,AC,1.977,1.878,.,.,3.855,300,29,.,.,329,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,57.433,15.770,.,.,73.203,.,0.050,.,.,0.050,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.977,1.928,NM,0.000,3.905,300,30,0,0,330,57.433,15.770,0.000,0.000,73.203
2020,3,IN,9324,Indiana Michigan Power Co,Preliminary,AC,4.263,8.115,1.236,0.000,13.614,480,88,4,0,572,0.081,0.002,0.000,0.000,0.083,12,1,0,0,13,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,154.259,254.974,70.412,0.000,479.645,0.139,0.034,0.000,0.000,0.173,34,7,0,0,41,5.237,0.116,0.000,0.000,5.353,0.000,0.240,0.000,0.000,0.240,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,4.402,8.389,1.236,0.000,14.027,514,96,4,0,614,159.496,255.090,70.412,0.000,484.998
2020,3,IN,13756,Northern Indiana Pub Serv Co,Preliminary,AC,3.646,19.451,.,.,23.097,408,115,.,.,523,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,187.264,998.112,.,.,"1,185.376",0.105,1.829,.,.,1.934,25,7,.,.,32,0.583,201.432,.,.,202.015,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.751,21.280,NM,0.000,25.031,433,122,0,0,555,187.847,"1,199.544",0.000,0.000,"1,387.391"
2020,3,IN,15470,"Duke Energy Indiana, LLC",Preliminary,AC,18.863,16.902,.,.,35.765,"1,365",156,.,.,"1,521",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.977,1.210,0.002,.,2.189,25,4,1,.,30,.,.,.,.,0.000,0.867,0.069,0.744,.,1.680,3,5,1,.,9,.,.,.,.,0.000,20.707,18.181,0.746,0.000,39.634,"1,393",165,2,0,"1,560",0.000,0.000,0.000,0.000,0.000
2020,3,IN,17633,Southern Indiana Gas & Elec Co,Preliminary,AC,5.842,8.152,.,.,13.994,556,83,.,.,639,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.000,0.000,.,.,0.000,0.014,0.002,.,.,0.016,2,1,.,.,3,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.856,8.154,NM,0.000,14.010,558,84,0,0,642,0.000,0.000,0.000,0.000,0.000
2020,3,IN,99999,Adjustment 2020,Preliminary,,11.780,0.971,.,.,12.751,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11.780,0.971,.,.,12.751,.,.,.,.,.,.,.,.,.,.
2020,3,KS,5860,Empire District Electric Co,Preliminary,DC,0.220,0.250,.,.,0.470,23,10,.,.,33,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,1.423,0.000,.,.,1.423,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.220,0.250,NM,0.000,0.470,23,10,0,0,33,1.423,0.000,0.000,0.000,1.423
2020,3,KS,9996,City of Kansas City - (KS),Preliminary,AC,0.438,0.295,0.000,0.000,0.733,63,4,0,0,67,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,25.494,4.127,0.000,0.000,29.621,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.438,0.295,NM,0.000,0.733,63,4,0,0,67,25.494,4.127,0.000,0.000,29.621
2020,3,KS,10000,Evergy Metro,Preliminary,DC,3.371,3.176,.,.,6.547,391,53,.,.,444,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,190.657,76.710,.,.,267.367,0.016,0.022,.,.,0.038,6,3,.,.,9,0.360,0.148,.,.,0.508,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.387,3.198,NM,0.000,6.585,397,56,0,0,453,191.017,76.858,0.000,0.000,267.875
2020,3,KS,10005,"Evergy Kansas South, Inc",Preliminary,AC,1.505,2.103,0.000,0.000,3.608,219,51,0,0,270,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.043,1.257,.,.,1.300,9,5,.,.,14,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.548,3.360,NM,0.000,4.908,228,56,0,0,284,0.000,0.000,0.000,0.000,0.000
2020,3,KS,22500,"Evergy Kansas Central, Inc",Preliminary,AC,4.749,3.800,.,.,8.549,661,101,.,.,762,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.116,0.470,.,.,0.586,29,13,.,.,42,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.865,4.270,NM,0.000,9.135,690,114,0,0,804,0.000,0.000,0.000,0.000,0.000
2020,3,KS,99999,Adjustment 2020,Preliminary,,6.096,0.335,.,.,6.430,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.096,0.335,.,.,6.430,.,.,.,.,.,.,.,.,.,.
2020,3,KY,9964,Kenergy Corp,Preliminary,AC,2.524,0.487,0.000,0.000,3.011,194,26,0,0,220,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.524,0.487,NM,0.000,3.011,194,26,0,0,220,0.000,0.000,0.000,0.000,0.000
2020,3,KY,10171,Kentucky Utilities Co,Preliminary,DC,2.606,1.073,0.039,0.000,3.718,315,78,2,0,395,0.214,0.000,0.000,0.000,0.214,7,0,0,0,7,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,7.032,4.645,0.000,0.000,11.677,0.009,0.002,0.000,0.000,0.011,4,1,0,0,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.030,0,0,1,0,1,0.000,0.000,0.000,0.000,0.000,2.615,1.075,0.069,0.000,3.759,319,79,3,0,401,7.032,4.645,0.000,0.000,11.677
2020,3,KY,11249,Louisville Gas & Electric Co,Preliminary,DC,3.259,0.750,0.000,0.000,4.009,463,52,0,0,515,0.035,0.000,0.000,0.000,0.035,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,11.837,2.748,0.000,0.000,14.585,0.008,0.006,0.000,0.000,0.014,3,2,0,0,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,3.267,0.756,NM,0.000,4.023,466,54,0,0,520,11.837,2.748,0.000,0.000,14.585
