Utility Level Data - States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility Characteristics,,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Year,Month,State,Utility Number,Utility Name,Data Status,Type,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2020,6,CT,4176,Connecticut Light & Power Co,Preliminary,AC,244.526,150.702,21.344,0.000,416.572,"33,718","1,452",65,0,"35,235",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,40.159,0.000,0.000,40.159,0,256,0,0,256,0.000,0.000,0.000,0.000,0.000,0.086,0.013,.,0.000,0.099,17,4,0,0,21,0.000,0.000,0.000,0.000,0.000,0.197,25.278,8.125,0.000,33.600,18,53,15,0,86,0.000,0.000,0.000,0.000,0.000,244.809,216.152,29.469,0.000,490.430,"33,753","1,765",80,0,"35,598",0.000,0.000,0.000,0.000,0.000
2020,6,CT,7716,Groton Dept of Utilities - (CT),Preliminary,AC,4.103,0.291,0.000,0.000,4.394,804,6,0,0,810,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,348.286,19.353,0.000,0.000,367.639,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,4.103,0.291,NM,0.000,4.394,804,6,0,0,810,348.286,19.353,0.000,0.000,367.639
2020,6,CT,19497,United Illuminating Co,Preliminary,AC,86.165,39.695,5.114,.,130.974,"13,083",278,32,.,"13,393",0.138,.,.,.,0.138,13,.,.,.,13,.,1.502,.,.,1.502,.,2,.,.,2,"10,806.610","3,637.980",368.364,.,"14,812.954",.,0.030,0.100,.,0.130,.,1,1,.,2,.,0.000,4.080,.,4.080,.,10.408,0.210,.,10.618,.,19,2,.,21,.,"1,389.740",12.300,.,"1,402.040",86.165,51.635,5.424,0.000,143.224,"13,083",300,35,0,"13,418","10,806.610","5,027.720",384.744,0.000,"16,219.074"
2020,6,CT,20038,Town of Wallingford - (CT),Preliminary,AC,0.072,0.452,0.000,0.000,0.524,12,4,0,0,16,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,8.965,51.491,0.000,0.000,60.456,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.072,0.452,NM,0.000,0.524,12,4,0,0,16,8.965,51.491,0.000,0.000,60.456
2020,6,CT,99999,Adjustment 2020,Preliminary,,0.103,0.190,.,.,0.293,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.103,0.190,.,.,0.293,.,.,.,.,.,.,.,.,.,.
2020,6,DC,15270,Potomac Electric Power Co,Preliminary,AC,38.200,35.381,.,.,73.581,"6,853",527,.,.,"7,380",.,.,.,.,0.000,.,.,.,.,0,0.014,0.149,.,.,0.163,1,3,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,38.214,35.530,NM,0.000,73.744,"6,854",530,0,0,"7,384",0.000,0.000,0.000,0.000,0.000
2020,6,DC,99999,Adjustment 2020,Preliminary,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,6,DE,5027,Delmarva Power,Preliminary,AC,41.707,16.371,1.773,0.000,59.851,"5,413",264,6,0,"5,683",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.024,0.007,0.000,0.000,0.031,5,3,0,0,8,.,.,.,.,0.000,0.000,0.500,0.000,0.000,0.500,0,1,0,0,1,.,.,.,.,0.000,41.731,16.878,1.773,0.000,60.382,"5,418",268,6,0,"5,692",0.000,0.000,0.000,0.000,0.000
2020,6,DE,5070,Delaware Electric Cooperative,Preliminary,DC,14.098,3.593,.,.,17.691,"1,778",75,.,.,"1,853",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.019,0.005,.,.,0.024,7,1,.,.,8,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,14.117,3.598,NM,0.000,17.715,"1,785",76,0,0,"1,861",0.000,0.000,0.000,0.000,0.000
2020,6,DE,5335,City of Dover - (DE),Preliminary,DC,3.631,2.046,.,.,5.677,343,28,.,.,371,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.631,2.046,NM,0.000,5.677,343,28,0,0,371,0.000,0.000,0.000,0.000,0.000
2020,6,DE,13519,City of Newark - (DE),Preliminary,AC,0.380,0.082,0.143,0.000,0.605,105,5,7,0,117,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.500,.,.,0.500,.,1,.,.,1,.,.,.,.,0.000,0.380,0.582,0.143,0.000,1.105,105,6,7,0,118,0.000,0.000,0.000,0.000,0.000
2020,6,DE,99999,Adjustment 2020,Preliminary,,0.875,-0.185,3.562,.,4.252,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.875,-0.185,3.562,.,4.252,.,.,.,.,.,.,.,.,.,.
2020,6,FL,6452,Florida Power & Light Co,Preliminary,AC,149.664,33.273,1.250,.,184.187,"19,594","1,000",16,.,"20,610",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"7,768.594","1,030.205",10.064,.,"8,808.863",0.007,0.050,.,.,0.057,3,7,.,.,10,0.177,0.135,.,.,0.312,.,0.750,5.199,.,5.949,.,1,3,.,4,.,.,.,.,0.000,149.671,34.073,6.449,0.000,190.193,"19,597","1,008",19,0,"20,624","7,768.771","1,030.340",10.064,0.000,"8,809.175"
2020,6,FL,6455,"Duke Energy Florida, LLC",Preliminary,AC,219.019,17.722,6.878,.,243.619,"28,513",498,17,.,"29,028",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"13,751.650",584.037,266.071,.,"14,601.758",0.010,0.001,0.000,.,0.011,4,1,0,.,5,0.045,.,.,.,0.045,0.294,.,0.200,.,0.494,15,.,1,.,16,.,.,.,.,0.000,219.323,17.723,7.078,0.000,244.124,"28,532",499,18,0,"29,049","13,751.695",584.037,266.071,0.000,"14,601.803"
2020,6,FL,6457,Florida Public Utilities Co,Preliminary,AC,1.274,0.000,0.000,0.000,1.274,189,0,0,0,189,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.274,NM,NM,0.000,1.274,189,0,0,0,189,0.000,0.000,0.000,0.000,0.000
2020,6,FL,7801,Gulf Power Co,Preliminary,AC,29.253,1.698,.,.,30.951,"3,888",141,.,.,"4,029",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,1.499,0.000,.,.,1.499,0.002,0.012,.,.,0.014,1,5,.,.,6,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,29.255,1.710,NM,0.000,30.965,"3,889",146,0,0,"4,035",1.499,0.000,0.000,0.000,1.499
2020,6,FL,9617,JEA,Preliminary,DC,14.448,8.444,.,.,22.892,"1,862",101,.,.,"1,963",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,636.374,337.245,.,.,973.619,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,14.448,8.444,NM,0.000,22.892,"1,862",101,0,0,"1,963",636.374,337.245,0.000,0.000,973.619
2020,6,FL,18454,Tampa Electric Co,Preliminary,DC,55.363,13.569,0.750,0.000,69.682,"6,252",179,4,0,"6,435",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"2,859.187",461.444,20.597,.,"3,341.228",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.050,.,.,0.050,.,1,.,.,1,.,.,.,.,0.000,55.363,13.619,0.750,0.000,69.732,"6,252",180,4,0,"6,436","2,859.187",461.444,20.597,0.000,"3,341.228"
2020,6,FL,99999,Adjustment 2020,Preliminary,,53.681,13.762,0.008,0.000,67.451,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53.681,13.762,0.008,0.000,67.451,.,.,.,.,.,.,.,.,.,.
2020,6,GA,3916,Cobb Electric Membership Corp,Preliminary,AC,0.630,0.350,.,.,0.980,103,17,.,.,120,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,20.180,8.565,.,.,8.565,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.630,0.350,NM,0.000,0.980,103,17,0,0,120,20.180,8.565,0.000,0.000,28.745
2020,6,GA,9601,Jackson Electric Member Corp - (GA),Preliminary,DC,0.792,2.781,.,.,3.573,107,7,.,.,114,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,40.939,106.484,.,.,147.423,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.792,2.781,NM,0.000,3.573,107,7,0,0,114,40.939,106.484,0.000,0.000,147.423
2020,6,GA,99999,Adjustment 2020,Preliminary,,NM,2.084,0.751,.,NM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NM,2.084,0.751,.,NM,.,.,.,.,.,.,.,.,.,.
2020,6,HI,8287,Hawaii Electric Light Co Inc,Preliminary,AC,67.920,20.060,1.466,.,89.446,"12,360",683,32,.,"13,075",6.985,0.117,0.003,.,7.105,964,10,1,.,975,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.050,0.014,0.167,.,0.231,14,1,3,.,18,.,.,.,.,0.000,.,.,0.049,.,0.049,.,.,1,.,1,.,.,.,.,0.000,67.970,20.074,1.682,0.000,89.726,"12,374",684,36,0,"13,094",0.000,0.000,0.000,0.000,0.000
2020,6,HI,10071,Kauai Island Utility Cooperative,Preliminary,AC,17.877,9.713,0.000,0.000,27.590,"4,338",362,0,0,"4,700",3.762,0.000,0.000,0.000,3.762,652,0,0,0,652,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,"1,706.610",731.675,0.000,0.000,"2,438.285",0.010,0.001,0.000,0.000,0.011,6,1,0,0,7,0.419,0.000,0.000,0.000,0.419,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,17.887,9.714,NM,0.000,27.601,"4,344",363,0,0,"4,707","1,707.029",731.675,0.000,0.000,"2,438.704"
2020,6,HI,11843,Maui Electric Co Ltd,Preliminary,AC,67.289,28.515,.,.,95.804,"11,495",962,.,.,"12,457",4.275,0.600,.,.,4.875,592,23,.,.,615,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.021,0.057,.,.,0.078,6,5,.,.,11,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,67.310,28.572,NM,0.000,95.882,"11,501",967,0,0,"12,468",0.000,0.000,0.000,0.000,0.000
2020,6,HI,19547,Hawaiian Electric Co Inc,Preliminary,AC,261.967,62.154,.,.,324.121,"53,301","1,665",.,.,"54,966",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.001,0.024,.,.,0.025,2,3,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,261.968,62.178,NM,0.000,324.146,"53,303","1,668",0,0,"54,971",0.000,0.000,0.000,0.000,0.000
2020,6,HI,99999,Adjustment 2020,Preliminary,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,6,IA,9417,Interstate Power and Light Co,Preliminary,AC,24.573,55.640,1.575,0.000,81.788,"2,950","1,804",12,0,"4,766",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.292,4.501,0.010,0.000,4.803,38,77,1,0,116,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,24.865,60.141,1.585,0.000,86.591,"2,988","1,881",13,0,"4,882",0.000,0.000,0.000,0.000,0.000
2020,6,IA,12341,MidAmerican Energy Co,Preliminary,AC,6.438,11.005,1.318,.,18.761,799,298,11,.,"1,108",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,182.937,325.011,0.000,.,507.948,0.365,1.173,0.006,.,1.544,43,27,1,.,71,0.666,24.074,0.000,.,24.740,.,.,2.000,.,2.000,.,.,1,.,1,.,.,0.000,.,0.000,6.803,12.178,3.324,0.000,22.305,842,325,13,0,"1,180",183.603,349.085,0.000,0.000,532.688
2020,6,IA,99999,Adjustment 2020,Preliminary,,14.036,7.654,1.402,.,23.092,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14.036,7.654,1.402,.,23.092,.,.,.,.,.,.,.,.,.,.
2020,6,ID,9187,City of Idaho Falls - (ID),Preliminary,AC,0.318,0.107,0.000,.,0.425,48,5,0,.,53,0.000,0.000,0.000,.,0.000,0,0,0,.,0,0.000,0.000,0.000,.,0.000,0,0,0,.,0,10.997,0.000,0.000,.,10.997,0.000,0.003,0.000,.,0.003,0,1,0,.,1,0.000,0.000,0.000,.,0.000,0.000,0.000,0.000,.,0.000,0,0,0,.,0,0.000,0.000,0.000,.,0.000,0.318,0.110,NM,0.000,0.428,48,6,0,0,54,10.997,0.000,0.000,0.000,10.997
2020,6,ID,9191,Idaho Power Co,Preliminary,DC,42.030,4.319,3.118,.,49.467,"5,652",203,40,.,"5,895",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.131,0.030,0.040,.,0.201,34,5,1,.,40,.,.,.,.,0.000,0.073,0.085,.,.,0.158,7,4,.,.,11,.,.,.,.,0.000,42.234,4.434,3.158,0.000,49.826,"5,693",212,41,0,"5,946",0.000,0.000,0.000,0.000,0.000
2020,6,ID,10454,Kootenai Electric Cooperative,Preliminary,DC,0.235,.,.,.,0.235,28,.,.,.,28,.,.,.,.,0.000,.,.,.,.,0,0.052,.,.,.,0.052,43,.,.,.,43,.,.,.,.,0.000,0.018,.,.,.,0.018,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.305,NM,NM,0.000,0.305,76,0,0,0,76,0.000,0.000,0.000,0.000,0.000
2020,6,ID,11273,Lower Valley Energy Inc,Preliminary,AC,0.022,.,.,.,0.022,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.024,NM,NM,0.000,0.024,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2020,6,ID,14354,PacifiCorp,Preliminary,DC,9.033,0.867,0.000,0.000,9.900,"1,223",42,0,0,"1,265",0.066,0.026,0.000,0.000,0.092,7,1,0,0,8,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.225,0.057,0.000,0.000,0.282,66,8,0,0,74,.,.,.,.,0.000,0.008,0.000,0.000,0.000,0.008,2,0,0,0,2,.,.,.,.,0.000,9.266,0.924,NM,0.000,10.190,"1,291",50,0,0,"1,341",0.000,0.000,0.000,0.000,0.000
2020,6,ID,20169,Avista Corp,Preliminary,AC,0.507,0.242,.,.,0.749,83,19,.,.,102,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.013,0.002,.,.,0.015,4,1,.,.,5,.,.,.,.,0.000,0.006,0.065,.,.,0.071,2,1,.,.,3,.,.,.,.,0.000,0.526,0.309,NM,0.000,0.835,89,21,0,0,110,0.000,0.000,0.000,0.000,0.000
2020,6,ID,99999,Adjustment 2020,Preliminary,,-8.177,-0.853,-0.544,0.000,-9.575,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.009,.,.,.,-0.009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-8.186,-0.853,-0.544,0.000,-9.584,.,.,.,.,.,.,.,.,.,.
2020,6,IL,4110,Commonwealth Edison Co,Preliminary,AC,85.984,60.307,.,.,146.291,"12,045",449,.,.,"12,494",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.201,2.329,.,.,2.530,33,11,.,.,44,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,86.185,62.636,NM,0.000,148.821,"12,078",460,0,0,"12,538",0.000,0.000,0.000,0.000,0.000
2020,6,IL,12341,MidAmerican Energy Co,Preliminary,AC,1.053,2.260,.,.,3.313,126,44,.,.,170,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,39.406,63.253,.,.,102.659,0.002,0.620,.,.,0.622,1,2,.,.,3,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.055,2.880,NM,0.000,3.935,127,46,0,0,173,39.406,63.253,0.000,0.000,102.659
2020,6,IL,13032,Mt Carmel Public Utility Co,Preliminary,AC,0.248,0.093,.,.,0.341,13,5,.,.,18,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,14.667,9.106,.,.,23.773,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.248,0.093,NM,0.000,0.341,13,5,0,0,18,14.667,9.106,0.000,0.000,23.773
2020,6,IL,56697,Ameren Illinois Company,Preliminary,AC,31.265,40.218,.,.,71.483,"3,220",731,.,.,"3,951",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.355,0.135,.,.,0.490,73,22,.,.,95,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,31.620,40.353,NM,0.000,71.973,"3,293",753,0,0,"4,046",0.000,0.000,0.000,0.000,0.000
2020,6,IL,99999,Adjustment 2020,Preliminary,,19.511,7.339,.,.,26.850,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19.511,7.339,.,.,26.850,.,.,.,.,.,.,.,.,.,.
2020,6,IN,9273,Indianapolis Power & Light Co,Preliminary,AC,2.235,1.934,0.000,0.000,4.169,341,31,0,0,372,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,135.900,55.160,.,.,191.060,.,0.050,.,.,0.050,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.235,1.984,NM,0.000,4.219,341,32,0,0,373,135.900,55.160,0.000,0.000,191.060
2020,6,IN,9324,Indiana Michigan Power Co,Preliminary,AC,4.494,8.597,1.430,0.000,14.521,511,94,5,0,610,0.081,0.002,0.000,0.000,0.083,12,1,0,0,13,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,357.655,633.391,166.836,0.000,"1,157.882",0.139,0.034,0.000,0.000,0.173,34,7,0,0,41,10.965,0.110,0.000,0.000,11.075,0.000,0.240,0.000,0.000,0.240,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,4.633,8.871,1.430,0.000,14.934,545,102,5,0,652,368.620,633.501,166.836,0.000,"1,168.957"
2020,6,IN,13756,Northern Indiana Pub Serv Co,Preliminary,AC,3.836,20.697,.,.,24.533,440,113,.,.,553,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,533.292,"1,872.030",.,.,"2,405.322",0.105,1.829,.,.,1.934,25,7,.,.,32,0.577,61.336,.,.,61.913,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.941,22.526,NM,0.000,26.467,465,120,0,0,585,533.869,"1,933.366",0.000,0.000,"2,467.235"
2020,6,IN,15470,"Duke Energy Indiana, LLC",Preliminary,AC,22.191,17.617,0.000,0.000,39.808,"1,444",166,0,0,"1,610",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.977,1.210,0.002,.,2.189,25,4,1,.,30,.,.,.,.,0.000,0.867,0.069,0.744,0.000,1.680,3,5,1,0,9,.,.,.,.,0.000,24.035,18.896,0.746,0.000,43.677,"1,472",175,2,0,"1,649",0.000,0.000,0.000,0.000,0.000
2020,6,IN,17633,Southern Indiana Gas & Elec Co,Preliminary,AC,6.243,9.741,.,.,15.984,589,88,.,.,677,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.000,0.000,.,.,0.000,0.014,0.002,.,.,0.016,2,1,.,.,3,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,6.257,9.743,NM,0.000,16.000,591,89,0,0,680,0.000,0.000,0.000,0.000,0.000
2020,6,IN,99999,Adjustment 2020,Preliminary,,13.266,1.063,.,.,14.329,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13.266,1.063,.,.,14.329,.,.,.,.,.,.,.,.,.,.
2020,6,KS,5860,Empire District Electric Co,Preliminary,DC,0.220,0.250,.,.,0.470,23,10,.,.,33,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,3.953,5.363,.,.,9.316,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.220,0.250,NM,0.000,0.470,23,10,0,0,33,3.953,5.363,0.000,0.000,9.316
2020,6,KS,9996,City of Kansas City - (KS),Preliminary,AC,0.501,0.295,0.000,0.000,0.796,74,4,0,0,78,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,36.296,6.318,0.000,0.000,42.614,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.501,0.295,NM,0.000,0.796,74,4,0,0,78,36.296,6.318,0.000,0.000,42.614
2020,6,KS,10000,Evergy Metro,Preliminary,DC,3.583,3.436,.,.,7.019,428,60,.,.,488,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,243.282,129.345,.,.,372.627,0.014,0.022,.,.,0.036,5,3,.,.,8,0.484,0.196,.,.,0.680,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.597,3.458,NM,0.000,7.055,433,63,0,0,496,243.766,129.541,0.000,0.000,373.307
2020,6,KS,10005,"Evergy Kansas South, Inc",Preliminary,AC,1.763,2.154,.,.,3.917,248,50,.,.,298,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.014,1.007,.,.,1.021,5,4,.,.,9,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.777,3.161,NM,0.000,4.938,253,54,0,0,307,0.000,0.000,0.000,0.000,0.000
2020,6,KS,22500,"Evergy Kansas Central, Inc",Preliminary,AC,4.869,3.810,.,.,8.679,682,102,.,.,784,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.070,0.469,.,.,0.539,16,12,.,.,28,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.939,4.279,NM,0.000,9.218,698,114,0,0,812,0.000,0.000,0.000,0.000,0.000
