Utility Level Data - States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility Characteristics,,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
2018,6,IL,99999,Adjustment 2018,Final,,4.825,3.955,.,.,8.780,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.825,3.955,.,.,8.780,.,.,.,.,.,.,.,.,.,.
2018,6,IN,9273,Indianapolis Power & Light Co,Final,AC,0.985,1.680,.,.,2.665,162,19,.,.,181,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,64.420,45.500,.,.,109.920,.,0.050,.,.,0.050,.,1,.,.,1,.,0.080,.,.,0.080,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.985,1.730,NM,0.000,2.715,162,20,0,0,182,64.420,45.580,0.000,0.000,110.000
2018,6,IN,9324,Indiana Michigan Power Co,Final,AC,1.793,7.211,1.236,0.000,10.240,203,71,4,0,278,0.069,0.000,0.000,0.000,0.069,11,0,0,0,11,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,132.865,277.697,102.408,0.000,512.970,0.129,0.024,0.000,0.000,0.153,33,6,0,0,39,5.844,0.067,0.000,0.000,5.911,0.000,0.240,0.000,0.000,0.240,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,1.922,7.475,1.236,0.000,10.633,236,78,4,0,318,138.709,277.764,102.408,0.000,518.881
2018,6,IN,13756,Northern Indiana Pub Serv Co,Final,AC,1.638,7.784,.,.,9.422,192,62,.,.,254,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,126.221,708.186,.,.,834.407,0.113,1.817,.,.,1.930,29,5,.,.,34,0.764,24.000,.,.,24.764,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.751,9.601,NM,0.000,11.352,221,67,0,0,288,126.985,732.186,0.000,0.000,859.171
2018,6,IN,15470,"Duke Energy Indiana, LLC",Final,AC,5.930,20.073,.,.,26.003,885,202,.,.,"1,087",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.056,2.130,.,.,2.186,18,10,.,.,28,.,.,.,.,0.000,0.002,1.679,.,.,1.681,3,8,.,.,11,.,.,.,.,0.000,5.988,23.882,NM,0.000,29.870,906,220,0,0,"1,126",0.000,0.000,0.000,0.000,0.000
2018,6,IN,17633,Southern Indiana Gas & Elec Co,Final,AC,4.057,5.991,.,.,10.048,380,65,.,.,445,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.000,0.000,.,.,0.000,0.014,0.002,.,.,0.016,2,1,.,.,3,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.071,5.993,NM,0.000,10.064,382,66,0,0,448,0.000,0.000,0.000,0.000,0.000
2018,6,IN,99999,Adjustment 2018,Final,,4.214,0.424,.,.,4.638,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.214,0.424,.,.,4.638,.,.,.,.,.,.,.,.,.,.
2018,6,KS,5860,Empire District Electric Co,Final,DC,0.059,0.149,.,.,0.208,7,5,.,.,12,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,1.231,5.873,.,.,7.104,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.059,0.149,NM,0.000,0.208,7,5,0,0,12,1.231,5.873,0.000,0.000,7.104
2018,6,KS,9996,City of Kansas City - (KS),Final,AC,0.190,0.090,.,.,0.280,34,3,.,.,37,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,12.936,1.197,.,.,14.133,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.190,0.090,NM,0.000,0.280,34,3,0,0,37,12.936,1.197,0.000,0.000,14.133
2018,6,KS,10000,Kansas City Power & Light Co,Final,DC,1.721,1.444,.,.,3.165,220,33,.,.,253,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,121.887,46.083,.,.,167.970,0.016,0.022,.,.,0.038,6,3,.,.,9,0.638,0.098,.,.,0.736,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.737,1.466,NM,0.000,3.203,226,36,0,0,262,122.525,46.181,0.000,0.000,168.706
2018,6,KS,10005,Kansas Gas & Electric Co,Final,AC,1.008,1.908,0.000,0.000,2.916,148,36,0,0,184,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.014,1.007,0.000,0.000,1.021,5,4,0,0,9,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.022,2.915,NM,0.000,3.937,153,40,0,0,193,0.000,0.000,0.000,0.000,0.000
2018,6,KS,22500,Westar Energy Inc,Final,AC,3.212,2.320,0.000,0.000,5.532,472,80,0,0,552,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.070,0.465,0.000,0.000,0.535,16,11,0,0,27,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.282,2.785,NM,0.000,6.067,488,91,0,0,579,0.000,0.000,0.000,0.000,0.000
2018,6,KS,99999,Adjustment 2018,Final,,3.590,0.129,.,.,3.719,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.590,0.129,.,.,3.719,.,.,.,.,.,.,.,.,.,.
2018,6,KY,9964,Kenergy Corp,Final,AC,0.454,0.156,.,.,0.610,42,6,.,.,48,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.454,0.156,NM,0.000,0.610,42,6,0,0,48,0.000,0.000,0.000,0.000,0.000
2018,6,KY,10171,Kentucky Utilities Co,Final,DC,1.185,0.494,0.039,0.000,1.718,162,41,2,0,205,0.163,0.000,0.000,0.000,0.163,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,24.473,16.548,0.000,0.000,41.021,0.007,0.002,0.000,0.000,0.009,3,1,0,0,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.030,0,0,1,0,1,0.000,0.000,0.000,0.000,0.000,1.192,0.496,0.069,0.000,1.757,165,42,3,0,210,24.473,16.548,0.000,0.000,41.021
2018,6,KY,11249,Louisville Gas & Electric Co,Final,DC,1.633,0.499,0.030,0.000,2.162,288,40,1,0,329,0.031,0.000,0.000,0.000,0.031,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,17.938,4.413,0.000,0.000,26.102,0.004,0.006,0.000,0.000,0.010,2,2,0,0,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.637,0.505,0.030,0.000,2.172,290,42,1,0,333,17.938,4.413,0.000,0.000,22.351
2018,6,KY,17564,South Kentucky Rural E C C,Final,AC,0.105,0.060,.,.,0.165,18,2,.,.,20,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,4.665,4.603,.,.,9.268,0.001,.,.,.,0.001,1,.,.,.,1,0.102,.,.,.,0.102,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.106,0.060,NM,0.000,0.166,19,2,0,0,21,4.767,4.603,0.000,0.000,9.370
2018,6,KY,19446,Duke Energy Kentucky,Final,AC,0.351,0.923,.,.,1.274,59,10,.,.,69,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.351,0.923,NM,0.000,1.274,59,10,0,0,69,0.000,0.000,0.000,0.000,0.000
2018,6,KY,22053,Kentucky Power Co,Final,AC,0.097,0.171,0.000,0.000,0.268,14,9,0,0,23,0.012,0.000,0.000,0.000,0.012,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,6.773,4.280,0.000,0.000,11.053,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.097,0.171,NM,0.000,0.268,14,9,0,0,23,6.773,4.280,0.000,0.000,11.053
2018,6,KY,49998,City of Berea Municipal Utility,Final,AC,0.013,0.261,0.000,0.000,0.274,6,8,0,0,14,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.810,4.152,0.000,0.000,4.962,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.013,0.261,NM,0.000,0.274,6,8,0,0,14,0.810,4.152,0.000,0.000,4.962
2018,6,KY,99999,Adjustment 2018,Final,,2.182,0.521,-0.012,0.000,2.690,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.182,0.521,-0.012,0.000,2.690,.,.,.,.,.,.,.,.,.,.
2018,6,LA,3265,Cleco Power LLC,Final,AC,18.089,2.700,.,.,20.789,"3,174",202,.,.,"3,376",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,.,.,.,0.010,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,18.099,2.700,NM,0.000,20.799,"3,176",202,0,0,"3,378",0.000,0.000,0.000,0.000,0.000
2018,6,LA,11241,Entergy Louisiana LLC,Final,DC,60.716,4.571,0.094,.,65.381,"10,138",522,4,.,"10,664",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.025,.,.,0.025,.,1,.,.,1,.,.,.,.,0.000,60.716,4.596,0.094,0.000,65.406,"10,138",523,4,0,"10,665",0.000,0.000,0.000,0.000,0.000
2018,6,LA,13478,"Entergy New Orleans, LLC",Final,DC,39.387,1.000,0.013,.,40.400,"7,517",47,2,.,"7,566",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,39.387,1.000,0.013,0.000,40.400,"7,517",47,2,0,"7,566",0.000,0.000,0.000,0.000,0.000
2018,6,LA,17698,Southwestern Electric Power Co,Final,AC,7.845,0.378,0.000,0.000,8.223,"1,378",112,0,0,"1,490",0.127,0.000,0.000,0.000,0.127,23,0,0,0,23,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,285.074,13.546,0.000,0.000,298.620,0.003,0.000,0.000,0.000,0.003,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,7.848,0.378,NM,0.000,8.226,"1,379",112,0,0,"1,491",285.074,13.546,0.000,0.000,298.620
2018,6,LA,99999,Adjustment 2018,Final,,0.103,-0.158,-0.019,.,-0.073,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.103,-0.158,-0.019,.,-0.073,.,.,.,.,.,.,.,.,.,.
2018,6,MA,6374,Fitchburg Gas & Elec Light Co,Final,AC,9.565,1.632,1.011,.,12.208,"1,460",25,5,.,"1,490",.,.,.,.,0.000,.,.,.,.,0,0.157,8.145,.,.,8.302,15,20,.,.,35,348.845,"1,666.174",.,.,"2,015.019",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,.,.,.,0.002,2,.,.,.,2,.,.,.,.,0.000,9.724,9.777,1.011,0.000,20.512,"1,477",45,5,0,"1,527",348.845,"1,666.174",0.000,0.000,"2,015.019"
2018,6,MA,8774,City of Holyoke - (MA),Final,DC,0.050,0.003,.,.,0.053,9,2,.,.,11,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.050,0.003,NM,0.000,0.053,9,2,0,0,11,0.000,0.000,0.000,0.000,0.000
2018,6,MA,11804,Massachusetts Electric Co,Final,AC,261.162,608.147,.,.,869.309,"40,739","4,042",.,.,"44,781",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.242,17.910,.,.,18.152,31,23,.,.,54,.,.,.,.,0.000,0.395,1.378,.,.,1.773,65,14,.,.,79,.,.,.,.,0.000,261.799,627.435,NM,0.000,889.234,"40,835","4,079",0,0,"44,914",0.000,0.000,0.000,0.000,0.000
2018,6,MA,13206,Nantucket Electric Co,Final,AC,0.328,0.813,.,.,1.141,47,9,.,.,56,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.001,0.100,.,.,0.101,1,1,.,.,2,.,.,.,.,0.000,0.000,0.000,.,.,0.000,0,0,.,.,0,.,.,.,.,0.000,0.329,0.913,NM,0.000,1.242,48,10,0,0,58,0.000,0.000,0.000,0.000,0.000
2018,6,MA,15748,Town of Reading - (MA),Final,AC,0.722,2.135,.,.,2.857,104,17,.,.,121,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,.,.,.,0.010,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.732,2.135,NM,0.000,2.867,105,17,0,0,122,0.000,0.000,0.000,0.000,0.000
2018,6,MA,54913,NSTAR Electric Company,Final,AC,235.483,146.643,42.958,0.000,425.084,"34,266","1,912",191,0,"36,369",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,299.254,0.000,0.000,299.254,0,309,0,0,309,"5,982.670","31,124.934",222.337,0.000,"37,329.941",0.316,35.653,2.868,0.000,38.837,49,54,8,0,111,11.105,"2,577.172",0.000,0.000,"2,588.277",0.004,24.987,0.000,0.000,24.991,2,14,0,0,16,0.000,0.000,0.000,0.000,0.000,235.803,506.537,45.826,0.000,788.166,"34,317","2,289",199,0,"36,805","5,993.775","33,702.106",222.337,0.000,"39,918.218"
2018,6,MA,61823,"Greenskies Renewable Energy, LLC",Final,DC,.,13.370,.,.,13.370,.,36,.,.,36,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,NM,13.370,NM,0.000,13.370,0,36,0,0,36,0.000,0.000,0.000,0.000,0.000
2018,6,MA,99999,Adjustment 2018,Final,,63.904,64.254,6.214,.,134.372,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63.904,64.254,6.214,.,134.372,.,.,.,.,.,.,.,.,.,.
2018,6,MD,1167,Baltimore Gas & Electric Co,Final,AC,220.120,87.100,.,.,307.220,"28,330",566,.,.,"28,896",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.054,0.010,.,.,0.064,18,3,.,.,21,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,220.174,87.110,NM,0.000,307.284,"28,348",569,0,0,"28,917",0.000,0.000,0.000,0.000,0.000
2018,6,MD,5027,Delmarva Power,Final,AC,33.888,35.533,5.604,0.000,75.025,"3,630",161,8,0,"3,799",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.041,0.812,0.000,0.000,0.853,10,4,0,0,14,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,33.929,36.345,5.604,0.000,75.878,"3,640",165,8,0,"3,813",0.000,0.000,0.000,0.000,0.000
2018,6,MD,15263,The Potomac Edison Company,Final,AC,43.668,16.853,14.334,.,74.855,"4,970",106,11,.,"5,087",.,.,.,.,0.000,.,.,.,.,0,0.066,2.350,.,.,2.416,2,4,.,.,6,.,.,.,.,0.000,0.095,0.023,.,.,0.118,28,6,.,.,34,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,43.829,19.226,14.334,0.000,77.389,"5,000",116,11,0,"5,127",0.000,0.000,0.000,0.000,0.000
2018,6,MD,15270,Potomac Electric Power Co,Final,AC,140.727,33.324,.,.,174.051,"17,752",161,.,.,"17,913",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.016,0.002,.,.,0.018,1,1,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,140.743,33.326,NM,0.000,174.069,"17,753",162,0,0,"17,915",0.000,0.000,0.000,0.000,0.000
2018,6,MD,17637,Southern Maryland Elec Coop Inc,Final,AC,46.497,3.986,0.000,0.000,50.483,"5,379",51,0,0,"5,430",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,"3,319.012",144.805,0.000,0.000,"3,463.817",0.020,0.016,0.000,0.000,0.036,3,3,0,0,6,0.648,0.320,0.000,0.000,0.968,.,0.320,0.000,0.000,0.320,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,46.517,4.322,NM,0.000,50.839,"5,382",55,0,0,"5,437","3,319.660",145.125,0.000,0.000,"3,464.785"
2018,6,MD,61823,"Greenskies Renewable Energy, LLC",Final,DC,.,3.180,.,.,3.180,.,7,.,.,7,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,NM,3.180,NM,0.000,3.180,0,7,0,0,7,0.000,0.000,0.000,0.000,0.000
2018,6,MD,99999,Adjustment 2018,Final,,9.856,9.972,2.147,.,21.975,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.856,9.972,2.147,.,21.975,.,.,.,.,.,.,.,.,.,.
2018,6,ME,1179,Emera Maine,Final,AC,3.424,2.505,0.026,.,5.955,597,80,1,.,678,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.336,0.162,0.600,.,1.098,95,16,1,.,112,.,.,.,.,0.000,.,0.280,.,.,0.280,.,4,.,.,4,.,.,.,.,0.000,3.760,2.947,0.626,0.000,7.333,692,100,2,0,794,0.000,0.000,0.000,0.000,0.000
2018,6,ME,3266,Central Maine Power Co,Final,AC,20.583,10.296,.,.,30.879,"3,120",298,.,.,"3,418",.,.,.,.,0.000,.,.,.,.,0,0.533,.,.,.,0.533,105,.,.,.,105,"2,029.234",699.900,.,.,"2,729.134",0.536,0.339,.,.,0.875,155,30,.,.,185,2.407,0.339,.,.,2.746,0.136,1.881,.,.,2.017,4,11,.,.,15,0.000,21.360,.,.,21.360,21.788,12.516,NM,0.000,34.304,"3,384",339,0,0,"3,723","2,031.641",721.599,0.000,0.000,"2,753.240"
2018,6,ME,5609,Eastern Maine Electric Coop,Final,AC,0.058,0.100,.,.,0.158,11,1,.,.,12,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.052,.,.,.,0.052,10,.,.,.,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.110,0.100,NM,0.000,0.210,21,1,0,0,22,0.000,0.000,0.000,0.000,0.000
2018,6,ME,61823,"Greenskies Renewable Energy, LLC",Final,DC,.,2.360,.,.,2.360,.,5,.,.,5,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,NM,2.360,NM,0.000,2.360,0,5,0,0,5,0.000,0.000,0.000,0.000,0.000
2018,6,ME,99999,Adjustment 2018,Final,,0.313,-0.378,.,.,-0.065,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.313,-0.378,.,.,-0.065,.,.,.,.,.,.,.,.,.,.
2018,6,MI,392,Alpena Power Co,Final,AC,0.022,0.012,.,.,0.034,2,2,.,.,4,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.040,.,.,.,0.040,17,.,.,.,17,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.062,0.012,NM,0.000,0.074,19,2,0,0,21,0.000,0.000,0.000,0.000,0.000
2018,6,MI,3828,Cloverland Electric Co-op,Final,AC,0.070,0.013,.,.,0.083,13,2,.,.,15,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,30.938,5.616,.,.,36.554,0.050,0.013,.,.,0.063,15,4,.,.,19,8.872,0.599,.,.,9.471,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.120,0.026,NM,0.000,0.146,28,6,0,0,34,39.810,6.215,0.000,0.000,46.025
2018,6,MI,4254,Consumers Energy Co,Final,DC,7.032,5.851,0.241,.,13.124,"1,024",156,5,.,"1,185",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.405,0.294,.,.,0.699,88,17,.,.,105,.,.,.,.,0.000,.,.,0.190,.,0.190,.,.,1,.,1,.,.,.,.,0.000,7.437,6.145,0.431,0.000,14.013,"1,112",173,6,0,"1,291",0.000,0.000,0.000,0.000,0.000
2018,6,MI,5109,DTE Electric Company,Final,AC,11.126,4.339,0.347,.,15.812,"1,791",246,19,.,"2,056",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.100,0.202,.,.,0.302,31,29,.,.,60,.,.,.,.,0.000,0.022,0.015,0.060,.,0.097,3,2,1,.,6,.,.,.,.,0.000,11.248,4.556,0.407,0.000,16.211,"1,825",277,20,0,"2,122",0.000,0.000,0.000,0.000,0.000
2018,6,MI,9324,Indiana Michigan Power Co,Final,AC,0.417,0.138,0.000,0.000,0.555,58,12,0,0,70,0.014,0.000,0.000,0.000,0.014,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,14.343,9.702,0.000,0.000,24.045,0.026,0.007,0.005,0.000,0.038,8,2,1,0,11,0.013,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.443,0.145,0.005,0.000,0.593,66,14,1,0,81,14.356,9.702,0.000,0.000,24.058
2018,6,MI,10704,City of Lansing - (MI),Final,DC,0.083,0.030,0.000,0.000,0.113,15,4,0,0,19,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.083,0.030,NM,0.000,0.113,15,4,0,0,19,0.000,0.000,0.000,0.000,0.000
2018,6,MI,19578,Upper Peninsula Power Company,Final,AC,0.788,0.292,0.000,0.000,1.080,105,8,0,0,113,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.064,0.002,0.000,0.000,0.066,22,1,0,0,23,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.852,0.294,NM,0.000,1.146,127,9,0,0,136,0.000,0.000,0.000,0.000,0.000
2018,6,MI,60631,Upper Michigan Energy Resources Corp.,Final,DC,0.158,0.001,.,.,0.159,26,1,.,.,27,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.062,0.020,.,.,0.082,9,1,.,.,10,.,.,.,.,0.000,.,0.005,.,.,0.005,.,2,.,.,2,.,.,.,.,0.000,0.220,0.026,NM,0.000,0.246,35,4,0,0,39,0.000,0.000,0.000,0.000,0.000
2018,6,MI,61823,"Greenskies Renewable Energy, LLC",Final,DC,.,4.050,.,.,4.050,.,10,.,.,10,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,NM,4.050,NM,0.000,4.050,0,10,0,0,10,0.000,0.000,0.000,0.000,0.000
