Utility Level Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility Charateristics,,,,,,Photovoltaic,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Year,Month,State,Utility Number,Utility Name,Data Status,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2013,1,CO,19499,"United Power, Inc",Final,0.542,0.175,0.021,.,0.738,110,8,1,.,119,.,.,.,.,0.000,0.022,0.012,0.000,.,0.034,8,2,0,.,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.564,0.187,0.021,0.000,0.772,118,10,1,0,129,0.000,0.000,0.000,0.000,0.000
2013,1,CO,27058,"High West Energy, Inc",Final,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,0.000,0.000,0.000,0.002,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2013,1,CO,56146,Black Hills/Colorado Elec.Util,Final,3.204,5.910,0.100,0.000,9.214,543,182,1,0,726,.,.,.,.,0.000,.,.,1.800,.,1.800,.,.,1,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.204,5.910,1.900,0.000,11.014,543,182,2,0,727,0.000,0.000,0.000,0.000,0.000
2013,1,CT,4176,Connecticut Light & Power Co,Final,15.601,18.600,1.019,0.000,35.220,"2,372",400,7,0,"2,779",0.000,0.000,0.000,0.000,0.000,0.081,0.035,0.000,0.000,0.116,18,5,0,0,23,0.000,0.000,0.000,0.000,0.000,0.065,6.212,2.600,0.000,8.877,9,16,4,0,29,0.000,0.000,0.000,0.000,0.000,15.747,24.847,3.619,0.000,44.213,"2,399",421,11,0,"2,831",0.000,0.000,0.000,0.000,0.000
2013,1,CT,19497,United Illuminating Co,Final,1.537,0.917,0.326,.,2.780,378,40,6,.,424,51.772,31.891,1.080,.,84.743,.,.,0.100,.,0.100,.,.,1,.,1,.,.,4.880,.,4.880,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.537,0.917,0.426,0.000,2.880,378,40,7,0,425,51.772,31.891,5.960,0.000,89.623
2013,1,CT,20038,Town of Wallingford - (CT),Final,0.000,0.263,0.000,0.000,0.263,0,2,0,0,2,0.000,12.760,0.000,0.000,12.760,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.263,0.000,0.000,0.263,0,2,0,0,2,0.000,12.760,0.000,0.000,12.760
2013,1,DC,15270,Potomac Electric Power Co,Final,2.935,2.606,0.000,0.000,5.541,746,60,0,0,806,0.181,0.000,0.000,0.000,0.181,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.935,2.606,0.000,0.000,5.541,746,60,0,0,806,0.181,0.000,0.000,0.000,0.181
2013,1,DE,5027,Delmarva Power,Final,5.093,7.803,1.926,0.000,14.822,800,156,7,0,963,12.568,5.364,0.000,0.000,17.932,0.033,0.102,0.000,0.000,0.135,9,6,0,0,15,.,.,.,0.000,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.126,7.905,1.926,0.000,14.957,809,162,7,0,978,12.568,5.364,0.000,0.000,17.932
2013,1,DE,5070,Delaware Electric Cooperative,Final,1.699,1.718,.,.,3.417,295,27,.,.,322,.,.,.,.,0.000,0.029,0.005,.,.,0.034,12,1,.,.,13,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.728,1.723,0.000,0.000,3.451,307,28,0,0,335,0.000,0.000,0.000,0.000,0.000
2013,1,DE,5335,City of Dover - (DE),Final,0.047,0.062,.,.,0.109,10,7,.,.,17,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.047,0.062,0.000,0.000,0.109,10,7,0,0,17,0.000,0.000,0.000,0.000,0.000
2013,1,DE,13519,City of Newark - (DE),Final,0.185,.,.,.,0.185,27,.,.,.,27,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.185,0.000,0.000,0.000,0.185,27,0,0,0,27,0.000,0.000,0.000,0.000,0.000
2013,1,FL,6452,Florida Power & Light Co,Final,8.631,9.337,.,.,17.968,"1,760",462,.,.,"2,222",0.960,0.014,.,.,0.974,0.013,0.016,.,.,0.029,5,5,.,.,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,8.644,9.353,0.000,0.000,17.997,"1,765",467,0,0,"2,232",0.960,0.014,0.000,0.000,0.974
2013,1,FL,6455,"Duke Energy Florida, Inc",Final,3.904,5.650,0.051,0.000,9.605,963,154,2,0,"1,119",204.039,137.737,0.260,0.000,342.036,0.003,0.002,.,.,0.005,2,1,.,.,3,0.009,0.026,.,.,0.035,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.907,5.652,0.051,0.000,9.610,965,155,2,0,"1,122",204.048,137.763,0.260,0.000,342.071
2013,1,FL,6457,Florida Public Utilities Co,Final,0.149,0.000,0.000,0.000,0.149,38,0,0,0,38,.,0.000,0.000,0.000,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.149,0.000,0.000,0.000,0.149,38,0,0,0,38,0.000,0.000,0.000,0.000,0.000
2013,1,FL,7801,Gulf Power Co,Final,0.861,0.171,.,.,1.032,180,86,.,.,266,30.501,4.963,.,.,35.464,0.005,0.036,.,.,0.041,2,15,.,.,17,0.016,0.880,.,.,0.896,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0.866,0.207,0.000,0.000,1.073,182,101,0,0,283,30.517,5.843,0.000,0.000,36.360
2013,1,FL,9617,JEA,Final,0.427,0.242,.,.,0.669,93,16,.,.,109,13.369,5.851,.,.,19.220,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.427,0.242,0.000,0.000,0.669,93,16,0,0,109,13.369,5.851,0.000,0.000,19.220
2013,1,FL,18454,Tampa Electric Co,Final,1.641,2.603,0.000,0.000,4.244,266,72,0,0,338,63.198,31.440,0.000,0.000,94.638,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.641,2.603,0.000,0.000,4.244,266,72,0,0,338,63.198,31.440,0.000,0.000,94.638
2013,1,GA,3408,City of Chattanooga - (TN),Final,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2013,1,GA,3916,Cobb Electric Membership Corp,Final,0.040,0.070,.,.,0.110,20,4,.,.,24,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.040,0.070,0.000,0.000,0.110,20,4,0,0,24,0.000,0.000,0.000,0.000,0.000
2013,1,GA,7140,Georgia Power Co,Final,1.189,3.741,0.753,.,5.683,204,121,11,.,336,112.000,286.700,3.900,.,402.600,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.189,3.741,0.753,0.000,5.683,204,121,11,0,336,112.000,286.700,3.900,0.000,402.600
2013,1,HI,8287,Hawaii Electric Light Co Inc,Final,14.841,7.046,.,.,21.887,"3,395",254,.,.,"3,649",.,.,.,.,0.000,0.054,0.167,.,.,0.221,17,3,.,.,20,.,.,.,.,0.000,.,0.049,.,.,0.049,.,1,.,.,1,.,.,.,.,0.000,14.895,7.262,0.000,0.000,22.157,"3,412",258,0,0,"3,670",0.000,0.000,0.000,0.000,0.000
2013,1,HI,10071,Kauai Island Utility Cooperative,Final,3.313,2.263,.,.,5.576,"1,037",94,.,.,"1,131",227.276,87.013,.,.,314.289,0.007,0.001,.,.,0.008,5,1,.,.,6,0.590,0.122,.,.,0.712,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.320,2.264,0.000,0.000,5.584,"1,042",95,0,0,"1,137",227.866,87.135,0.000,0.000,315.001
2013,1,HI,11843,Maui Electric Co Ltd,Final,16.065,7.912,.,.,23.977,"3,422",281,.,.,"3,703",.,.,.,.,0.000,0.005,0.007,.,.,0.012,4,2,.,.,6,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,16.070,7.919,0.000,0.000,23.989,"3,426",283,0,0,"3,709",0.000,0.000,0.000,0.000,0.000
2013,1,HI,19547,Hawaiian Electric Co Inc,Final,61.670,16.820,.,.,78.490,"14,943",442,.,.,"15,385",.,.,.,.,0.000,0.001,0.024,.,.,0.025,1,3,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,61.671,16.844,0.000,0.000,78.515,"14,944",445,0,0,"15,389",0.000,0.000,0.000,0.000,0.000
2013,1,IA,9417,Interstate Power and Light Co,Final,0.413,0.987,0.072,.,1.472,73,44,4,.,121,0.138,.,.,.,0.138,0.832,5.547,0.208,.,6.587,62,62,3,.,127,41.920,478.035,.,.,519.955,.,1.292,0.056,.,1.348,.,3,1,.,4,.,.,.,.,0.000,1.245,7.826,0.336,0.000,9.407,135,109,8,0,252,42.058,478.035,0.000,0.000,520.093
2013,1,IA,12341,MidAmerican Energy Co,Final,0.110,0.119,0.000,0.000,0.229,20,7,0,0,27,0.000,0.000,0.000,0.000,0.000,0.245,1.063,0.006,0.000,1.314,40,31,1,0,72,0.000,15.226,0.000,0.000,15.226,0.000,0.000,2.290,0.000,2.290,0,0,2,0,2,0.000,0.000,0.000,0.000,0.000,0.355,1.182,2.296,0.000,3.833,60,38,3,0,101,0.000,15.226,0.000,0.000,15.226
2013,1,ID,9187,City of Idaho Falls - (ID),Final,0.003,0.026,0.000,0.000,0.029,2,2,0,0,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.003,0.026,0.000,0.000,0.029,2,2,0,0,4,0.000,0.000,0.000,0.000,0.000
2013,1,ID,9191,Idaho Power Co,Final,0.705,0.938,0.000,0.000,1.643,198,66,0,0,264,.,.,.,.,0.000,0.358,0.174,0.040,0.000,0.572,60,8,1,0,69,.,.,.,.,0.000,0.037,0.085,0.000,0.000,0.122,5,4,0,0,9,.,.,.,.,0.000,1.100,1.197,0.040,0.000,2.337,263,78,1,0,342,0.000,0.000,0.000,0.000,0.000
2013,1,ID,10454,Kootenai Electric Cooperative,Final,0.047,.,.,.,0.047,12,.,.,.,12,.,.,.,.,0.000,0.016,.,.,.,0.016,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.063,0.000,0.000,0.000,0.063,17,0,0,0,17,0.000,0.000,0.000,0.000,0.000
2013,1,ID,11273,Lower Valley Energy Inc,Final,0.015,.,.,.,0.015,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.015,0.000,0.000,0.000,0.015,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2013,1,ID,14354,PacifiCorp,Final,0.143,0.182,0.000,0.000,0.325,28,10,0,0,38,.,.,.,.,0.000,0.204,0.057,0.000,0.000,0.261,6,2,0,0,8,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,0.347,0.239,0.000,0.000,0.586,34,12,0,0,46,0.000,0.000,0.000,0.000,0.000
2013,1,ID,20169,Avista Corp,Final,0.105,0.140,0.000,0.000,0.245,20,7,0,0,27,0.000,0.000,0.000,0.000,0.000,0.013,0.002,0.000,0.000,0.015,4,1,0,0,5,0.000,0.000,0.000,0.000,0.000,0.009,0.065,0.000,0.000,0.074,2,1,0,0,3,0.000,0.000,0.000,0.000,0.000,0.127,0.207,0.000,0.000,0.334,26,9,0,0,35,0.000,0.000,0.000,0.000,0.000
2013,1,IL,4110,Commonwealth Edison Co,Final,1.179,0.786,.,.,1.965,280,55,.,.,335,.,.,.,.,0.000,0.236,1.233,.,.,1.469,57,10,.,.,67,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.415,2.019,0.000,0.000,3.434,337,65,0,0,402,0.000,0.000,0.000,0.000,0.000
2013,1,IL,12341,MidAmerican Energy Co,Final,0.012,0.259,0.000,0.000,0.271,5,1,0,0,6,0.000,0.000,0.000,0.000,0.000,0.022,0.600,0.000,0.000,0.622,2,1,0,0,3,0.000,0.000,0.000,0.000,0.000,0.000,1.200,0.000,0.000,1.200,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0.034,2.059,0.000,0.000,2.093,7,3,0,0,10,0.000,0.000,0.000,0.000,0.000
2013,1,IL,13032,Mt Carmel Public Utility Co,Final,0.005,0.010,.,.,0.015,1,1,.,.,2,0.087,0.000,.,.,0.087,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.005,0.010,0.000,0.000,0.015,1,1,0,0,2,0.087,0.000,0.000,0.000,0.087
2013,1,IL,56697,Ameren Illinois Company,Final,1.029,0.499,.,.,1.528,204,67,.,.,271,.,.,.,.,0.000,0.417,0.093,.,.,0.510,77,17,.,.,94,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.446,0.592,0.000,0.000,2.038,281,84,0,0,365,0.000,0.000,0.000,0.000,0.000
2013,1,IN,9273,Indianapolis Power & Light Co,Final,0.070,0.012,.,.,0.082,17,5,.,.,22,0.804,0.126,.,.,0.930,.,0.050,.,.,0.050,.,1,.,.,1,.,0.240,.,.,0.240,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.070,0.062,0.000,0.000,0.132,17,6,0,0,23,0.804,0.366,0.000,0.000,1.170
2013,1,IN,9324,Indiana Michigan Power Co,Final,0.099,0.091,0.010,.,0.200,22,11,1,.,34,.,.,.,.,0.000,0.121,0.134,.,.,0.255,32,10,.,.,42,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.220,0.225,0.010,0.000,0.455,54,21,1,0,76,0.000,0.000,0.000,0.000,0.000
2013,1,IN,13756,Northern Indiana Pub Serv Co,Final,0.135,0.028,0.000,0.000,0.163,33,5,0,0,38,2.314,0.145,0.000,0.000,2.459,0.007,1.894,0.000,0.000,1.901,20,4,0,0,24,1.236,303.000,0.000,0.000,304.236,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.142,1.922,0.000,0.000,2.064,53,9,0,0,62,3.550,303.145,0.000,0.000,306.695
2013,1,IN,15470,Duke Energy Indiana Inc,Final,0.493,0.510,.,.,1.003,126,43,.,.,169,.,.,.,.,0.000,0.070,1.240,.,.,1.310,20,10,.,.,30,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.563,1.750,0.000,0.000,2.313,146,53,0,0,199,0.000,0.000,0.000,0.000,0.000
2013,1,IN,17633,Southern Indiana Gas & Elec Co,Final,0.162,0.111,.,.,0.273,26,9,.,.,35,0.000,0.000,.,.,0.000,0.002,0.002,.,.,0.004,1,1,.,.,2,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.164,0.113,0.000,0.000,0.277,27,10,0,0,37,0.000,0.000,0.000,0.000,0.000
2013,1,KS,9996,City of Kansas City - (KS),Final,0.018,0.014,.,.,0.032,3,1,.,.,4,0.272,.,.,.,0.272,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.018,0.014,0.000,0.000,0.032,3,1,0,0,4,0.272,0.000,0.000,0.000,0.272
2013,1,KS,10000,Kansas City Power & Light Co,Final,0.054,0.100,0.000,0.000,0.154,17,8,0,0,25,2.193,1.767,0.000,0.000,3.960,0.018,0.047,0.000,0.000,0.065,7,4,0,0,11,0.040,0.437,0.000,0.000,0.477,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.072,0.147,0.000,0.000,0.219,24,12,0,0,36,2.233,2.204,0.000,0.000,4.437
2013,1,KS,10005,Kansas Gas & Electric Co,Final,0.109,0.063,.,.,0.172,23,6,.,.,29,.,.,.,.,0.000,0.014,0.260,.,.,0.274,6,4,.,.,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.123,0.323,0.000,0.000,0.446,29,10,0,0,39,0.000,0.000,0.000,0.000,0.000
2013,1,KS,22500,Westar Energy Inc,Final,0.111,0.407,.,.,0.518,26,18,.,.,44,.,.,.,.,0.000,0.105,0.446,.,.,0.551,21,14,.,.,35,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.216,0.853,0.000,0.000,1.069,47,32,0,0,79,0.000,0.000,0.000,0.000,0.000
2013,1,KY,9964,Kenergy Corp,Final,0.005,.,.,.,0.005,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.005,0.000,0.000,0.000,0.005,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2013,1,KY,10171,Kentucky Utilities Co,Final,0.091,0.044,0.000,0.000,0.135,37,7,0,0,44,2.578,5.666,0.000,0.000,8.244,0.007,0.000,0.000,0.000,0.007,3,0,0,0,3,0.043,0.000,0.000,0.000,0.043,0.000,0.050,0.000,0.000,0.050,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0.098,0.094,0.000,0.000,0.192,40,8,0,0,48,2.621,5.666,0.000,0.000,8.287
2013,1,KY,11249,Louisville Gas & Electric Co,Final,0.225,0.092,0.000,0.000,0.317,102,8,0,0,110,3.327,0.172,0.000,0.000,3.499,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.225,0.092,0.000,0.000,0.317,102,8,0,0,110,3.327,0.172,0.000,0.000,3.499
2013,1,KY,14724,Pennyrile Rural Electric Coop,Final,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2013,1,KY,19446,Duke Energy Kentucky,Final,0.067,0.436,.,.,0.503,17,8,.,.,25,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.067,0.436,0.000,0.000,0.503,17,8,0,0,25,0.000,0.000,0.000,0.000,0.000
2013,1,KY,20130,Warren Rural Elec Coop Corp,Final,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2013,1,KY,22053,Kentucky Power Co,Final,.,0.031,0.000,0.000,0.031,.,2,0,0,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.031,0.000,0.000,0.031,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000
2013,1,KY,49998,City of Berea Municipal Utility,Final,0.013,0.072,0.000,0.000,0.085,6,4,0,0,10,0.386,1.870,0.000,0.000,2.256,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.013,0.072,0.000,0.000,0.085,6,4,0,0,10,0.386,1.870,0.000,0.000,2.256
2013,1,LA,3265,Cleco Power LLC,Final,3.470,0.292,.,.,3.762,467,14,.,.,481,.,.,.,.,0.000,0.010,.,.,.,0.010,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.480,0.292,0.000,0.000,3.772,470,14,0,0,484,0.000,0.000,0.000,0.000,0.000
2013,1,LA,11241,Entergy Louisiana LLC,Final,5.647,0.223,.,.,5.870,979,13,.,.,992,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.647,0.223,0.000,0.000,5.870,979,13,0,0,992,0.000,0.000,0.000,0.000,0.000
2013,1,LA,13478,Entergy New Orleans Inc,Final,6.463,0.650,.,.,7.113,"1,501",17,.,.,"1,518",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,6.463,0.650,0.000,0.000,7.113,"1,501",17,0,0,"1,518",0.000,0.000,0.000,0.000,0.000
2013,1,LA,17698,Southwestern Electric Power Co,Final,2.778,0.197,0.000,0.000,2.975,451,11,0,0,462,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.778,0.197,0.000,0.000,2.975,451,11,0,0,462,0.000,0.000,0.000,0.000,0.000
2013,1,LA,55936,Entergy Gulf States - LA LLC,Final,1.980,0.148,.,.,2.128,292,6,.,.,298,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.980,0.148,0.000,0.000,2.128,292,6,0,0,298,0.000,0.000,0.000,0.000,0.000
2013,1,MA,6374,Fitchburg Gas & Elec Light Co,Final,0.675,0.712,0.602,.,1.989,126,11,3,.,140,0.172,0.268,0.000,.,0.440,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,.,.,.,0.002,2,.,.,.,2,0.000,.,.,.,0.000,0.677,0.712,0.602,0.000,1.991,128,11,3,0,142,0.172,0.268,0.000,0.000,0.440
2013,1,MA,8774,City of Holyoke - (MA),Final,0.008,0.004,.,.,0.012,1,3,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.008,0.004,0.000,0.000,0.012,1,3,0,0,4,0.000,0.000,0.000,0.000,0.000
2013,1,MA,11804,Massachusetts Electric Co,Final,10.714,56.074,.,.,66.788,"2,141",547,.,.,"2,688",.,.,.,.,0.000,0.142,16.248,.,.,16.390,27,21,.,.,48,.,.,.,.,0.000,0.380,0.818,.,.,1.198,60,11,.,.,71,.,.,.,.,0.000,11.236,73.140,0.000,0.000,84.376,"2,228",579,0,0,"2,807",0.000,0.000,0.000,0.000,0.000
2013,1,MA,13206,Nantucket Electric Co,Final,0.019,0.010,.,.,0.029,6,1,.,.,7,.,.,.,.,0.000,0.001,0.350,.,.,0.351,1,2,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.020,0.360,0.000,0.000,0.380,7,3,0,0,10,0.000,0.000,0.000,0.000,0.000
2013,1,MA,15748,Town of Reading - (MA),Final,0.056,.,.,.,0.056,9,.,.,.,9,1.220,.,.,.,1.220,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.056,0.000,0.000,0.000,0.056,9,0,0,0,9,1.220,0.000,0.000,0.000,1.220
2013,1,MA,20455,Western Massachusetts Electric Company,Final,3.924,9.832,0.742,.,14.498,733,101,5,.,839,.,.,.,.,0.000,0.010,0.003,0.600,.,0.613,4,1,1,.,6,.,.,.,.,0.000,0.002,0.372,.,.,0.374,1,3,.,.,4,.,.,.,.,0.000,3.936,10.207,1.342,0.000,15.485,738,105,6,0,849,0.000,0.000,0.000,0.000,0.000
2013,1,MA,54913,NSTAR Electric Company,Final,15.988,44.498,15.000,.,75.486,"2,978",563,124,.,"3,665",11.432,"1,144.230",25.816,.,"1,181.478",0.212,19.221,3.856,.,23.289,34,31,3,.,68,1.137,"4,039.360",187.560,.,"4,228.057",0.212,3.541,4.641,.,8.394,91,17,20,.,128,0.522,603.163,0.000,.,603.685,16.412,67.260,23.497,0.000,107.169,"3,103",611,147,0,"3,861",13.091,"5,786.753",213.376,0.000,"6,013.220"
2013,1,MD,84,A & N Electric Coop,Final,0.000,0.000,.,.,0.000,0,0,.,.,0,.,.,.,.,0.000,0.000,0.000,.,.,0.000,0,0,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2013,1,MD,1167,Baltimore Gas & Electric Co,Final,11.056,21.715,.,.,32.771,"2,129",206,.,.,"2,335",.,.,.,.,0.000,0.011,0.010,.,.,0.021,18,3,.,.,21,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,11.067,21.725,0.000,0.000,32.792,"2,147",209,0,0,"2,356",0.000,0.000,0.000,0.000,0.000
