Utility Level Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility Charateristics,,,,,,Photovoltaic,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Year,Month,State,Utility Number,Utility Name,Data Status,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2013,4,PA,15045,Pike County Light & Power Co,Final,0.021,0.021,.,.,0.042,3,1,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.021,0.021,0.000,0.000,0.042,3,1,0,0,4,0.000,0.000,0.000,0.000,0.000
2013,4,PA,19390,"UGI Utilities, Inc",Final,0.340,0.307,0.160,.,0.807,53,8,3,.,64,.,.,.,.,0.000,0.019,.,.,.,0.019,6,.,.,.,6,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.359,0.307,0.160,0.000,0.826,59,8,3,0,70,0.000,0.000,0.000,0.000,0.000
2013,4,PA,20334,Wellsborough Electric Co,Final,0.014,0.003,0.000,0.000,0.017,2,1,0,0,3,0.000,0.000,0.000,0.000,0.000,0.018,0.002,0.000,0.000,0.020,5,1,0,0,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.032,0.005,0.000,0.000,0.037,7,2,0,0,9,0.000,0.000,0.000,0.000,0.000
2013,4,PA,20387,West Penn Power Company,Final,2.326,1.668,0.508,.,4.502,311,30,3,.,344,0.000,0.000,0.000,.,0.000,0.080,0.017,0.003,.,0.100,28,8,1,.,37,0.000,0.000,0.000,.,0.000,.,0.005,.,.,0.005,.,1,.,.,1,.,0.000,.,.,0.000,2.406,1.690,0.511,0.000,4.607,339,39,4,0,382,0.000,0.000,0.000,0.000,0.000
2013,4,RI,1857,Block Island Power Co,Final,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,0.000,0.000,0.000,0.010,2,0,0,0,2,1.040,0.000,0.000,0.000,1.040,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,0.000,0.000,0.000,0.010,2,0,0,0,2,1.040,0.000,0.000,0.000,1.040
2013,4,RI,13214,The Narragansett Electric Co,Final,1.234,1.942,.,.,3.176,174,72,.,.,246,.,.,.,.,0.000,0.023,9.031,.,.,9.054,7,13,.,.,20,.,.,.,.,0.000,0.002,0.225,.,.,0.227,2,1,.,.,3,.,.,.,.,0.000,1.259,11.198,0.000,0.000,12.457,183,86,0,0,269,0.000,0.000,0.000,0.000,0.000
2013,4,SC,1613,Berkeley Electric Coop Inc,Final,0.025,.,.,.,0.025,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.025,0.000,0.000,0.000,0.025,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2013,4,SC,3046,Duke Energy Progress - (NC),Final,0.003,0.006,.,.,0.009,1,2,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.003,0.006,0.000,0.000,0.009,1,2,0,0,3,0.000,0.000,0.000,0.000,0.000
2013,4,SC,5416,"Duke Energy Carolinas, LLC",Final,0.280,0.167,.,.,0.447,72,13,.,.,85,12.053,4.400,.,.,16.453,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.280,0.167,0.000,0.000,0.447,72,13,0,0,85,12.053,4.400,0.000,0.000,16.453
2013,4,SC,14398,Palmetto Electric Coop Inc,Final,0.037,0.004,.,.,0.041,8,1,.,.,9,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.037,0.004,0.000,0.000,0.041,8,1,0,0,9,0.000,0.000,0.000,0.000,0.000
2013,4,SC,17539,South Carolina Electric&Gas Company,Final,0.517,.,.,.,0.517,140,.,.,.,140,38.154,.,.,.,38.154,0.002,.,.,.,0.002,1,.,.,.,1,0.001,.,.,.,0.001,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.519,0.000,0.000,0.000,0.519,141,0,0,0,141,38.155,0.000,0.000,0.000,38.155
2013,4,SC,17543,South Carolina Public Service Authority,Final,0.040,.,0.003,.,0.043,11,.,1,.,12,1.972,.,0.052,.,2.024,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.040,0.000,0.003,0.000,0.043,11,0,1,0,12,1.972,0.000,0.052,0.000,2.024
2013,4,SD,1769,"Black Hills Electric Coop, Inc",Final,0.024,0.000,0.000,0.000,0.024,5,0,0,0,5,2.388,0.000,0.000,0.000,2.388,0.005,0.000,0.000,0.000,0.005,1,0,0,0,1,0.176,0.000,0.000,0.000,0.176,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.029,0.000,0.000,0.000,0.029,6,0,0,0,6,2.564,0.000,0.000,0.000,2.564
2013,4,SD,13337,Nebraska Public Power District,Final,.,0.010,.,.,0.010,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.010,0.000,0.000,0.010,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000
2013,4,SD,14232,Otter Tail Power Co,Final,0.000,0.040,0.000,0.000,0.040,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000,0.003,0.022,0.000,0.000,0.025,1,2,0,0,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.003,0.062,0.000,0.000,0.065,1,4,0,0,5,0.000,0.000,0.000,0.000,0.000
2013,4,SD,19293,Southeastern Electric Coop Inc - (SD),Final,.,0.020,.,.,0.020,.,2,.,.,2,.,0.002,.,.,0.002,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.020,0.000,0.000,0.020,0,2,0,0,2,0.000,0.002,0.000,0.000,0.002
2013,4,SD,20401,West River Electric Assn Inc,Final,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.104,0.010,0.000,.,0.114,22,1,0,.,23,2.615,0.784,0.000,.,3.399,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.104,0.010,0.000,0.000,0.114,22,1,0,0,23,2.615,0.784,0.000,0.000,3.399
2013,4,TN,727,Appalachian Electric Coop,Final,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2013,4,TN,2247,City of Bristol - (TN),Final,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2013,4,TN,3408,City of Chattanooga - (TN),Final,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2013,4,TN,3704,City of Clarksville - (TN),Final,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2013,4,TN,3758,City of Cleveland - (TN),Final,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2013,4,TN,3812,City of Clinton - (TN),Final,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2013,4,TN,4624,Cumberland Elec Member Corp,Final,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2013,4,TN,5399,Duck River Elec Member Corp,Final,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2013,4,TN,7174,Gibson Electric Members Corp,Final,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2013,4,TN,7625,City of Greeneville - (TN),Final,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2013,4,TN,9777,Johnson City - (TN),Final,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2013,4,TN,10331,Kingsport Power Co,Final,0.014,0.132,0.000,0.000,0.146,3,5,0,0,8,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.014,0.132,0.000,0.000,0.146,3,5,0,0,8,0.000,0.000,0.000,0.000,0.000
2013,4,TN,10421,Knoxville Utilities Board,Final,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2013,4,TN,10906,City of Lenoir - (TN),Final,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2013,4,TN,12470,Middle Tennessee E M C,Final,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2013,4,TN,13216,Nashville Electric Service,Final,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2013,4,TN,17694,Southwest Tennessee E M C,Final,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2013,4,TN,19574,Upper Cumberland E M C,Final,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2013,4,TN,19898,Volunteer Electric Coop,Final,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2013,4,TX,5701,El Paso Electric Co,Final,1.031,0.409,.,.,1.440,211,12,.,.,223,39.632,6.540,.,.,46.172,0.007,0.004,.,.,0.011,2,1,.,.,3,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.038,0.413,0.000,0.000,1.451,213,13,0,0,226,39.632,6.540,0.000,0.000,46.172
2013,4,TX,16604,City of San Antonio - (TX),Final,5.137,4.367,0.000,.,9.504,841,155,.,.,996,57.339,16.297,0.000,0.000,73.636,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.137,4.367,0.000,0.000,9.504,841,155,0,0,996,57.339,16.297,0.000,0.000,73.636
2013,4,TX,17008,Sharyland Utilities LP,Final,0.048,.,.,.,0.048,6,.,.,.,6,.,.,.,.,0.000,0.041,0.085,.,.,0.126,16,4,.,.,20,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.089,0.085,0.000,0.000,0.174,22,4,0,0,26,0.000,0.000,0.000,0.000,0.000
2013,4,TX,17698,Southwestern Electric Power Co,Final,0.161,0.217,0.000,0.000,0.378,24,17,0,0,41,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.161,0.217,0.000,0.000,0.378,24,17,0,0,41,0.000,0.000,0.000,0.000,0.000
2013,4,TX,44372,Oncor Electric Delivery Company LLC,Final,7.027,15.794,0.000,0.000,22.821,"1,245",338,0,0,"1,583",.,.,.,.,0.000,0.851,0.608,0.000,0.000,1.459,199,36,0,0,235,.,.,.,.,0.000,0.008,0.045,0.000,0.000,0.053,1,3,0,0,4,.,.,.,.,0.000,7.886,16.447,0.000,0.000,24.333,"1,445",377,0,0,"1,822",0.000,0.000,0.000,0.000,0.000
2013,4,TX,55937,Entergy Texas Inc.,Final,0.525,0.264,.,.,0.789,94,16,.,.,110,.,.,.,.,0.000,0.013,.,.,.,0.013,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.538,0.264,0.000,0.000,0.802,99,16,0,0,115,0.000,0.000,0.000,0.000,0.000
2013,4,UT,2010,City of Bountiful,Final,0.052,0.026,0.000,0.000,0.078,13,1,0,0,14,0.000,0.000,0.000,0.000,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.052,0.026,0.000,0.000,0.078,13,1,0,0,14,0.000,0.000,0.000,0.000,0.000
2013,4,UT,11135,City of Logan - (UT),Final,0.030,0.020,0.000,0.000,0.050,9,1,0,0,10,0.000,0.000,0.000,0.000,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.030,0.020,0.000,0.000,0.050,9,1,0,0,10,0.000,0.000,0.000,0.000,0.000
2013,4,UT,12866,Moon Lake Electric Assn Inc,Final,0.006,0.020,.,.,0.026,3,1,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.006,0.020,0.000,0.000,0.026,3,1,0,0,4,0.000,0.000,0.000,0.000,0.000
2013,4,UT,14354,PacifiCorp,Final,3.805,5.835,0.111,0.000,9.751,"1,411",206,10,0,"1,627",.,.,.,.,0.000,0.133,0.023,0.000,0.000,0.156,40,7,0,0,47,.,.,.,.,0.000,0.053,0.163,0.000,0.000,0.216,12,6,0,0,18,.,.,.,.,0.000,3.991,6.021,0.111,0.000,10.123,"1,463",219,10,0,"1,692",0.000,0.000,0.000,0.000,0.000
2013,4,UT,15444,Provo City Corp,Final,0.112,.,.,.,0.112,25,.,.,.,25,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.112,0.000,0.000,0.000,0.112,25,0,0,0,25,0.000,0.000,0.000,0.000,0.000
2013,4,UT,17845,City of Springville - (UT),Final,0.021,.,.,.,0.021,5,.,.,.,5,1.565,.,.,.,1.565,0.005,.,.,.,0.005,2,.,.,.,2,0.217,.,.,.,0.217,.,0.006,.,.,0.006,.,1,.,.,1,.,0.467,.,.,0.467,0.026,0.006,0.000,0.000,0.032,7,1,0,0,8,1.782,0.467,0.000,0.000,2.249
2013,4,UT,17874,City of St George,Final,0.134,0.373,0.260,0.000,0.767,35,8,1,0,44,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.134,0.373,0.260,0.000,0.767,35,8,1,0,44,0.000,0.000,0.000,0.000,0.000
2013,4,UT,18206,Strawberry Electric Serv Dist,Final,0.035,.,.,.,0.035,7,.,.,.,7,.,.,.,.,0.000,0.055,.,.,.,0.055,11,.,.,.,11,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.090,0.000,0.000,0.000,0.090,18,0,0,0,18,0.000,0.000,0.000,0.000,0.000
2013,4,VA,84,A & N Electric Coop,Final,0.046,0.125,.,.,0.171,12,8,.,.,20,.,.,.,.,0.000,0.012,0.000,.,.,0.012,5,0,.,.,5,0.000,0.000,.,.,0.000,0.000,0.000,.,.,0.000,0,0,.,.,0,.,.,.,.,0.000,0.058,0.125,0.000,0.000,0.183,17,8,0,0,25,0.000,0.000,0.000,0.000,0.000
2013,4,VA,733,Appalachian Power Co,Final,0.752,0.263,.,.,1.015,181,25,.,.,206,.,.,.,.,0.000,0.073,0.027,0.020,.,0.120,20,4,2,.,26,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.825,0.290,0.020,0.000,1.135,201,29,2,0,232,0.000,0.000,0.000,0.000,0.000
2013,4,VA,17066,Shenandoah Valley Elec Coop,Final,0.489,0.055,.,.,0.544,67,6,.,.,73,.,.,.,.,0.000,0.027,.,.,.,0.027,6,.,.,.,6,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.516,0.055,0.000,0.000,0.571,73,6,0,0,79,0.000,0.000,0.000,0.000,0.000
2013,4,VA,19876,Virginia Electric & Power Co,Final,2.886,3.118,0.019,.,6.023,669,121,1,.,791,.,.,.,.,0.000,0.038,0.023,0.000,.,0.061,24,5,0,.,29,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.924,3.141,0.019,0.000,6.084,693,126,1,0,820,0.000,0.000,0.000,0.000,0.000
2013,4,VA,19882,Virginia Tech Electric Service,Final,0.014,0.108,0.000,0.000,0.122,4,4,0,0,8,0.158,0.000,0.000,0.000,0.158,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.014,0.108,0.000,0.000,0.122,4,4,0,0,8,0.158,0.000,0.000,0.000,0.158
2013,4,VA,40228,Rappahannock Electric Coop,Final,0.436,0.107,.,.,0.543,93,8,.,.,101,.,.,.,.,0.000,0.042,.,.,.,0.042,9,.,.,.,9,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.478,0.107,0.000,0.000,0.585,102,8,0,0,110,0.000,0.000,0.000,0.000,0.000
2013,4,VT,2548,City of Burlington Electric - (VT),Final,0.033,0.132,.,.,0.165,11,8,.,.,19,1.465,1.176,.,.,2.641,.,0.010,.,.,0.010,.,1,.,.,1,.,0.377,.,.,0.377,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.033,0.142,0.000,0.000,0.175,11,9,0,0,20,1.465,1.553,0.000,0.000,3.018
2013,4,VT,7601,Green Mountain Power Corp,Final,11.058,3.509,0.197,0.000,14.764,"1,476",116,4,0,"1,596",102.790,170.310,0.000,0.000,273.100,0.181,0.000,0.000,0.000,0.181,13,0,0,0,13,.,.,.,.,0.000,0.563,0.220,0.000,0.000,0.783,50,2,0,0,52,.,.,.,.,0.000,11.802,3.729,0.197,0.000,15.728,"1,539",118,4,0,"1,661",102.790,170.310,0.000,0.000,273.100
2013,4,VT,19791,"Vermont Electric Cooperative, Inc",Final,1.040,0.329,.,.,1.369,202,12,.,.,214,.,.,.,.,0.000,0.146,0.078,.,.,0.224,22,5,.,.,27,.,.,.,.,0.000,0.089,0.078,.,.,0.167,9,2,.,.,11,.,.,.,.,0.000,1.275,0.485,0.000,0.000,1.760,233,19,0,0,252,0.000,0.000,0.000,0.000,0.000
2013,4,WA,3660,PUD No 1 of Clark County - (WA),Final,0.226,0.177,.,.,0.403,78,11,.,.,89,9.610,2.280,.,.,11.890,0.068,0.002,.,.,0.070,4,1,.,.,5,0.000,0.000,.,.,0.000,0.016,.,.,.,0.016,1,.,.,.,1,0.250,.,.,.,0.250,0.310,0.179,0.000,0.000,0.489,83,12,0,0,95,9.860,2.280,0.000,0.000,12.140
2013,4,WA,14354,PacifiCorp,Final,0.413,0.267,0.012,0.000,0.692,81,15,1,0,97,.,.,.,.,0.000,0.025,0.000,0.000,0.000,0.025,3,0,0,0,3,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,0.438,0.267,0.012,0.000,0.717,84,15,1,0,100,0.000,0.000,0.000,0.000,0.000
2013,4,WA,15500,Puget Sound Energy Inc,Final,6.022,1.770,0.024,0.000,7.816,"1,266",155,1,0,"1,422",0.000,0.000,0.000,0.000,0.000,0.101,0.011,0.000,0.000,0.112,32,5,0,0,37,0.000,0.000,0.000,0.000,0.000,0.098,0.056,0.000,0.000,0.154,12,4,0,0,16,0.000,0.000,0.000,0.000,0.000,6.221,1.837,0.024,0.000,8.082,"1,310",164,1,0,"1,475",0.000,0.000,0.000,0.000,0.000
2013,4,WA,16868,City of Seattle - (WA),Final,2.877,1.789,.,.,4.666,721,103,.,.,824,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.877,1.789,0.000,0.000,4.666,721,103,0,0,824,0.000,0.000,0.000,0.000,0.000
2013,4,WA,17470,PUD 1 of Snohomish County,Final,1.341,0.338,.,.,1.679,240,40,.,.,280,.,.,.,.,0.000,0.010,.,.,.,0.010,4,.,.,.,4,.,.,.,.,0.000,0.112,.,.,.,0.112,2,.,.,.,2,.,.,.,.,0.000,1.463,0.338,0.000,0.000,1.801,246,40,0,0,286,0.000,0.000,0.000,0.000,0.000
2013,4,WA,18429,City of Tacoma  - (WA),Final,0.213,0.077,0.000,0.000,0.290,75,4,0,0,79,21.872,6.586,0.000,0.000,28.458,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.213,0.077,0.000,0.000,0.290,75,4,0,0,79,21.872,6.586,0.000,0.000,28.458
